Shape_Leng,Shape_Area,PROF,COD_CELDA,LOCACION,P_SUPERPOS,COD_GRILLA,Este,Norte
8.944271909070000,4.999999998960000,0.100000000000000,SUE-BAT-LA07-467,BAT-LA07,SUE-BAT-LA07-467 100.000%,BAT-LA07_SUE-BAT-LA07-467_001,489041.515691999986302,9533568.669139999896288
8.944271912800000,5.000000003130000,0.000000000000000,SUE-QDA-BAT-LA07-990,QDA-BAT-LA07,SUE-QDA-BAT-LA07-990 100.000%,QDA-BAT-LA07_SUE-QDA-BAT-LA07-990_001,489128.722343000001274,9534116.505790000781417
8.944271910940000,5.000000001050000,0.300000000000000,SUE-EA2516-263,EA2516,"SUE-EA2516-263 5.603%, SUE-EA2516-263 94.397%",EA2516_SUE-EA2516-263_001,490291.477691999985836,9532526.661459999158978
8.431500120140001,4.602822881190000,0.400000000000000,SUE-EA5681-169,EA5681,SUE-EA5681-169 100.000%,EA5681_SUE-EA5681-169_001,488169.382802999985870,9534749.387669999152422
8.382784929640000,4.390391994980000,0.200000000000000,SUE-BAT-LA07-498,BAT-LA07,SUE-BAT-LA07-498 100.000%,BAT-LA07_SUE-BAT-LA07-498_001,489007.857421000022441,9533506.145630000159144
8.944271923970000,5.000000015620000,0.200000000000000,SUE-EA2064-1013,EA2064,SUE-EA2064-1013 100.000%,EA2064_SUE-EA2064-1013_001,489960.539631000021473,9534521.234090000391006
8.944271903490000,4.999999992720000,0.400000000000000,SUE-EA2114P-703,EA2114P,"SUE-EA2114P-703 99.982%, SUE-EA2114P-703 0.018%",EA2114P_SUE-EA2114P-703_001,488967.725449000019580,9533476.990350000560284
6.462211765590000,2.130605876850000,0.400000000000000,SUE-EA5678-212,EA5678,SUE-EA5678-212 100.000%,EA5678_SUE-EA5678-212_001,488855.800770999980159,9534301.474630000069737
8.658134064020000,4.872571300200000,0.250000000000000,SUE-EA7091-058,EA7091,SUE-EA7091-058 100.000%,EA7091_SUE-EA7091-058_001,487699.851138999976683,9533063.292069999501109
13.244883415900000,4.667590169350000,0.400000000000000,SUE-EA7091-073,EA7091,"SUE-EA7091-073 24.002%, SUE-EA7091-073 75.999%",EA7091_SUE-EA7091-073_001,487690.772325000027195,9533056.332440000027418
8.944271905350000,4.999999994800000,0.400000000000000,SUE-EA5681-160,EA5681,"SUE-EA5681-160 99.288%, SUE-EA5681-160 0.712%",EA5681_SUE-EA5681-160_001,488156.032773000013549,9534751.549100000411272
8.944271910940000,5.000000001050000,0.250000000000000,SUE-EA2399-038,EA2399,SUE-EA2399-038 100.000%,EA2399_SUE-EA2399-038_001,488545.108600999985356,9533508.295299999415874
8.944271909070000,4.999999998960000,0.000000000000000,SUE-EA1715-1060,EA1715,SUE-EA1715-1060 100.000%,EA1715_SUE-EA1715-1060_002,490168.493952999997418,9534791.011299999430776
8.944271907210000,4.999999996880000,0.400000000000000,SUE-EA7091-073,EA7091,SUE-EA7091-073 100.000%,EA7091_SUE-EA7091-073_002,487690.772325000027195,9533056.332440000027418
6.806654563890000,2.749648032140000,0.100000000000000,SUE-EA2114P-677,EA2114P,SUE-EA2114P-677 100.000%,EA2114P_SUE-EA2114P-677_001,488996.643243999977130,9533465.348510000854731
6.458665635950000,2.164078655590000,0.100000000000000,SUE-EA2187-755,EA2187,SUE-EA2187-755 100.000%,EA2187_SUE-EA2187-755_001,489276.204110999999102,9533766.065889999270439
8.944271909070000,4.999999998960000,0.250000000000000,SUE-EA2237-821,EA2237,"SUE-EA2237-821 27.356%, SUE-EA2237-821 72.381%, SUE-EA2237-821 0.263%",EA2237_SUE-EA2237-821_001,488556.288941000006162,9533099.094860000535846
9.088889119790000,2.780779319450000,0.400000000000000,SUE-EA7091-073,EA7091,"SUE-EA7091-073 76.211%, SUE-EA7091-073 23.788%",EA7091_SUE-EA7091-073_003,487690.772325000027195,9533056.332440000027418
8.944271907210000,4.999999996880000,0.000000000000000,SUE-EA2114P-709,EA2114P,SUE-EA2114P-709 100.000%,EA2114P_SUE-EA2114P-709_001,488902.879477999988012,9533443.449330000206828
8.944271907210000,4.999999996880000,0.200000000000000,SUE-EA2294-910,EA2294,"SUE-EA2294-910 12.825%, SUE-EA2294-910 85.344%, SUE-EA2294-910 1.831%",EA2294_SUE-EA2294-910_001,487880.996411999978591,9532698.838689999654889
8.788518666980000,4.963690966140000,0.200000000000000,SUE-BAT-LA07-527,BAT-LA07,SUE-BAT-LA07-527 100.000%,BAT-LA07_SUE-BAT-LA07-527_001,489113.062443999981042,9533454.637269999831915
8.944271918389999,5.000000009380000,0.000000000000000,SUE-QDA-BAT-LA07-1003,QDA-BAT-LA07,SUE-QDA-BAT-LA07-1003 100.000%,QDA-BAT-LA07_SUE-QDA-BAT-LA07-1003_001,489092.945255999977235,9534103.089379999786615
8.376415233720000,4.427823846940000,0.100000000000000,SUE-BAT-LA07-436,BAT-LA07,"SUE-BAT-LA07-436 51.621%, SUE-BAT-LA07-436 48.379%",BAT-LA07_SUE-BAT-LA07-436_001,489055.029898000007961,9533792.374709999188781
8.944271903490000,4.999999992720000,0.000000000000000,SUE-QDA-BAT-LA07-998,QDA-BAT-LA07,SUE-QDA-BAT-LA07-998 100.000%,QDA-BAT-LA07_SUE-QDA-BAT-LA07-998_002,489122.014139999984764,9534096.381179999560118
6.761542517800000,2.524995028950000,0.250000000000000,SUE-EA2169-1047,EA2169,"SUE-EA2169-1047 72.887%, SUE-EA2169-1047 27.113%",EA2169_SUE-EA2169-1047_001,489490.942640999972355,9534474.829390000551939
7.488289917530000,3.326568538090000,0.100000000000000,SUE-EA2276-881,EA2276,SUE-EA2276-881 100.000%,EA2276_SUE-EA2276-881_001,488260.758932000026107,9533076.787909999489784
9.319194606450001,4.770331577140000,0.400000000000000,SUE-BAT-LA07-924,BAT-LA07,SUE-BAT-LA07-924 100.000%,BAT-LA07_SUE-BAT-LA07-924_001,489034.809754999994766,9533508.247910000383854
8.483556699039999,4.653138230120000,0.400000000000000,SUE-EA2276-854,EA2276,SUE-EA2276-854 100.000%,EA2276_SUE-EA2276-854_001,488207.406640000001062,9532969.335069999098778
8.944271903490000,4.999999992720000,0.300000000000000,SUE-EA2306-006,EA2306,SUE-EA2306-006 100.000%,EA2306_SUE-EA2306-006_002,487987.175703999993857,9533236.492259999737144
7.836901834830000,3.854845641640000,0.100000000000000,SUE-BAT-LA07-395,BAT-LA07,SUE-BAT-LA07-395 100.000%,BAT-LA07_SUE-BAT-LA07-395_002,489142.011117000016384,9533465.968480000272393
8.944271907210000,4.999999996880000,0.300000000000000,SUE-EA2114P-688,EA2114P,SUE-EA2114P-688 100.000%,EA2114P_SUE-EA2114P-688_001,488831.325301999982912,9533376.367289999499917
8.944271923970000,5.000000015620000,0.100000000000000,SUE-EA1870-108,EA1870,"SUE-EA1870-108 37.858%, SUE-EA1870-108 62.142%",EA1870_SUE-EA1870-108_001,488571.941417000023648,9534521.234090000391006
7.180565510010000,2.763142804640000,0.350000000000000,SUE-EA5681-168,EA5681,SUE-EA5681-168 100.000%,EA5681_SUE-EA5681-168_001,488153.956010000023525,9534731.887029999867082
8.468635363290000,4.647493144640000,0.200000000000000,SUE-EA2399-028,EA2399,SUE-EA2399-028 100.000%,EA2399_SUE-EA2399-028_001,488232.000732999993488,9533322.769419999793172
8.944271909070000,4.999999998960000,0.400000000000000,SUE-EA2294-899,EA2294,"SUE-EA2294-899 24.620%, SUE-EA2294-899 75.380%",EA2294_SUE-EA2294-899_001,487860.871800000022631,9532734.615779999643564
8.944271903490000,4.999999992720000,0.300000000000000,SUE-EA2169-1054,EA2169,SUE-EA2169-1054 100.000%,EA2169_SUE-EA2169-1054_001,489493.201424000028055,9534507.817689999938011
8.944271903490000,4.999999992720000,0.400000000000000,SUE-EA2306-014,EA2306,SUE-EA2306-014 100.000%,EA2306_SUE-EA2306-014_001,488015.160490999987815,9533253.383549999445677
8.944271905350000,4.999999994800000,0.150000000000000,SUE-BAT-LA07-357,BAT-LA07,SUE-BAT-LA07-357 100.000%,BAT-LA07_SUE-BAT-LA07-357_001,488956.545108999998774,9533521.711710000410676
7.101912589550000,2.769635738020000,0.100000000000000,SUE-BAT-LA07-456,BAT-LA07,SUE-BAT-LA07-456 100.000%,BAT-LA07_SUE-BAT-LA07-456_001,489148.371961000026204,9533548.418169999495149
8.944271903490000,4.999999992720000,0.400000000000000,SUE-EA2276-854,EA2276,SUE-EA2276-854 100.000%,EA2276_SUE-EA2276-854_002,488207.406640000001062,9532969.335069999098778
8.944271903490000,4.999999992720000,0.200000000000000,SUE-EA2187-761,EA2187,SUE-EA2187-761 100.000%,EA2187_SUE-EA2187-761_001,489260.650353999983054,9533776.623460000380874
8.944271899760000,4.999999988550000,0.400000000000000,SUE-BAT-LA07-924,BAT-LA07,"SUE-BAT-LA07-924 1.256%, SUE-BAT-LA07-924 98.744%",BAT-LA07_SUE-BAT-LA07-924_002,489034.809754999994766,9533508.247910000383854
8.944271903490000,4.999999992720000,0.000000000000000,SUE-EA2276-929,EA2276,SUE-EA2276-929 100.000%,EA2276_SUE-EA2276-929_001,488200.754132999980357,9532904.556949999183416
8.352192121450001,4.072400399320000,0.000000000000000,SUE-EA2114P-709,EA2114P,SUE-EA2114P-709 100.000%,EA2114P_SUE-EA2114P-709_002,488902.879477999988012,9533443.449330000206828
8.944271903490000,4.999999992720000,0.400000000000000,SUE-EA2516-262,EA2516,"SUE-EA2516-262 46.323%, SUE-EA2516-262 53.677%",EA2516_SUE-EA2516-262_001,490313.838372000027448,9532531.133589999750257
8.784821226340000,4.074744048110000,0.400000000000000,SUE-BAT-LA07-495,BAT-LA07,"SUE-BAT-LA07-495 7.342%, SUE-BAT-LA07-495 92.658%",BAT-LA07_SUE-BAT-LA07-495_001,488965.678703000012320,9533514.922940000891685
8.944271914660000,5.000000005210000,0.400000000000000,SUE-EA2239-201,EA2239,SUE-EA2239-201 100.000%,EA2239_SUE-EA2239-201_002,488540.803641000005882,9534253.716979999095201
8.944271914660000,5.000000005210000,0.200000000000000,SUE-BAT-LA07-374,BAT-LA07,SUE-BAT-LA07-374 100.000%,BAT-LA07_SUE-BAT-LA07-374_001,489227.109333999978844,9533445.685399999842048
8.944271910940000,5.000000001050000,0.400000000000000,SUE-EA2243-148,EA2243,SUE-EA2243-148 100.000%,EA2243_SUE-EA2243-148_001,488867.102390000014566,9535218.887299999594688
8.944271918389999,5.000000009380000,0.400000000000000,SUE-EA2243-127,EA2243,"SUE-EA2243-127 88.387%, SUE-EA2243-127 11.613%",EA2243_SUE-EA2243-127_001,488884.990934000001289,9535212.179099999368191
8.944271912800000,5.000000003130000,0.300000000000000,SUE-EA2187-782,EA2187,"SUE-EA2187-782 23.760%, SUE-EA2187-782 76.240%",EA2187_SUE-EA2187-782_001,489242.761809999996331,9533801.220210000872612
8.944271903490000,4.999999992720000,0.600000000000000,SUE-EA2276-867,EA2276,"SUE-EA2276-867 21.600%, SUE-EA2276-867 78.400%",EA2276_SUE-EA2276-867_001,488211.934473000001162,9532940.334030000492930
8.634404605540000,4.857127300610000,0.400000000000000,SUE-BAT-LA07-497,BAT-LA07,SUE-BAT-LA07-497 100.000%,BAT-LA07_SUE-BAT-LA07-497_001,488990.057879999978468,9533499.324060000479221
8.944271909070000,4.999999998960000,0.000000000000000,SUE-QDA-BAT-LA07-990,QDA-BAT-LA07,"SUE-QDA-BAT-LA07-990 50.060%, SUE-QDA-BAT-LA07-990 49.940%",QDA-BAT-LA07_SUE-QDA-BAT-LA07-990_002,489128.722343000001274,9534116.505790000781417
8.944271920249999,5.000000011460000,0.000000000000000,SUE-EA2276-929,EA2276,SUE-EA2276-929 100.000%,EA2276_SUE-EA2276-929_002,488200.754132999980357,9532904.556949999183416
8.944271901620001,4.999999990630000,0.300000000000000,SUE-EA5764-276,EA5764,SUE-EA5764-276 100.000%,EA5764_SUE-EA5764-276_001,490676.081384000019170,9532830.766699999570847
8.944271905350000,4.999999994800000,0.400000000000000,SUE-EA2169-1041,EA2169,"SUE-EA2169-1041 84.705%, SUE-EA2169-1041 15.295%",EA2169_SUE-EA2169-1041_001,489488.729287999973167,9534496.637350000441074
8.944271920249999,5.000000011460000,0.400000000000000,SUE-EA2516-262,EA2516,SUE-EA2516-262 100.000%,EA2516_SUE-EA2516-262_002,490313.838372000027448,9532531.133589999750257
8.877933869530001,4.464679679000000,0.400000000000000,SUE-EA5681-167,EA5681,SUE-EA5681-167 100.000%,EA5681_SUE-EA5681-167_001,488138.240769000025466,9534749.399119999259710
8.944271909070000,4.999999998960000,0.000000000000000,SUE-QDA-BAT-LA07-981,QDA-BAT-LA07,SUE-QDA-BAT-LA07-981 100.000%,QDA-BAT-LA07_SUE-QDA-BAT-LA07-981_001,488900.643410000018775,9534009.174529999494553
8.944271905350000,4.999999994800000,0.200000000000000,SUE-EA2187-772,EA2187,"SUE-EA2187-772 85.343%, SUE-EA2187-772 14.657%",EA2187_SUE-EA2187-772_001,489251.706081999989692,9533810.164480000734329
5.863101563490000,2.068780071290000,0.200000000000000,SUE-EA2237-811,EA2237,SUE-EA2237-811 100.000%,EA2237_SUE-EA2237-811_001,488579.090613999986090,9533110.018980000168085
11.948363085600000,3.047484229350000,0.100000000000000,SUE-BAT-LA07-408,BAT-LA07,"SUE-BAT-LA07-408 16.046%, SUE-BAT-LA07-408 83.954%",BAT-LA07_SUE-BAT-LA07-408_001,489171.311158999975305,9533528.890669999644160
8.944271905350000,4.999999994800000,0.000000000000000,SUE-QDA-BAT-LA07-947,QDA-BAT-LA07,SUE-QDA-BAT-LA07-947 100.010%,QDA-BAT-LA07_SUE-QDA-BAT-LA07-947_001,488952.072973000002094,9534060.604089999571443
8.626471671590000,4.804513505000000,0.300000000000000,SUE-EA2188-796,EA2188,SUE-EA2188-796 100.000%,EA2188_SUE-EA2188-796_001,489159.987123000028078,9534237.285429999232292
8.944271903490000,4.999999992720000,0.300000000000000,SUE-EA2294-898,EA2294,"SUE-EA2294-898 12.512%, SUE-EA2294-898 82.108%, SUE-EA2294-898 5.380%",EA2294_SUE-EA2294-898_001,487867.580003999988548,9532739.087920000776649
8.944271910940000,5.000000001050000,0.150000000000000,SUE-EA2516-247,EA2516,"SUE-EA2516-247 0.758%, SUE-EA2516-247 50.972%, SUE-EA2516-247 48.269%",EA2516_SUE-EA2516-247_001,490300.421963999979198,9532555.730340000241995
8.944271912800000,5.000000003130000,0.000000000000000,SUE-QDA-BAT-LA07-944,QDA-BAT-LA07,"SUE-QDA-BAT-LA07-944 0.367%, SUE-QDA-BAT-LA07-944 99.633%",QDA-BAT-LA07_SUE-QDA-BAT-LA07-944_001,488943.128701000008732,9534047.187680000439286
9.092910273359999,4.588026546840000,0.200000000000000,SUE-BAT-LA07-472,BAT-LA07,"SUE-BAT-LA07-472 85.399%, SUE-BAT-LA07-472 14.601%",BAT-LA07_SUE-BAT-LA07-472_001,489166.733216999971773,9533499.262059999629855
7.306659517570000,2.727824517170000,0.100000000000000,SUE-BAT-LA07-922,BAT-LA07,SUE-BAT-LA07-922 100.000%,BAT-LA07_SUE-BAT-LA07-922_001,489182.748206000018399,9533463.265359999611974
8.944271920249999,5.000000011460000,0.400000000000000,SUE-EA2239-201,EA2239,SUE-EA2239-201 100.000%,EA2239_SUE-EA2239-201_004,488540.803641000005882,9534253.716979999095201
8.944271905350000,4.999999994800000,0.150000000000000,SUE-EA2294-895,EA2294,SUE-EA2294-895 100.000%,EA2294_SUE-EA2294-895_001,487827.330781000026036,9532750.268260000273585
7.921209543120000,3.503389877020000,0.200000000000000,SUE-BAT-LA07-498,BAT-LA07,"SUE-BAT-LA07-498 60.476%, SUE-BAT-LA07-498 39.524%",BAT-LA07_SUE-BAT-LA07-498_002,489007.857421000022441,9533506.145630000159144
8.944271905350000,4.999999994800000,0.200000000000000,SUE-EA7091-069,EA7091,SUE-EA7091-069 100.000%,EA7091_SUE-EA7091-069_001,487679.750294000026770,9533029.776750000193715
8.944271909070000,4.999999998960000,0.000000000000000,SUE-QDA-BAT-LA07-964,QDA-BAT-LA07,"SUE-QDA-BAT-LA07-964 99.606%, SUE-QDA-BAT-LA07-964 0.394%",QDA-BAT-LA07_SUE-QDA-BAT-LA07-964_001,489095.181324000004679,9534109.797590000554919
7.235262110860000,2.487329614010000,0.300000000000000,SUE-EA2399-029,EA2399,SUE-EA2399-029 100.000%,EA2399_SUE-EA2399-029_001,488247.436425000021700,9533332.106729999184608
8.944271905350000,4.999999994800000,0.000000000000000,SUE-EA2276-929,EA2276,SUE-EA2276-929 100.000%,EA2276_SUE-EA2276-929_003,488200.754132999980357,9532904.556949999183416
7.791884845920000,3.760451978340000,0.100000000000000,SUE-EA2114P-668,EA2114P,SUE-EA2114P-668 100.000%,EA2114P_SUE-EA2114P-668_001,488889.682980999990832,9533392.161040000617504
7.101661334400000,2.936644418030000,0.300000000000000,SUE-BAT-LA07-519,BAT-LA07,SUE-BAT-LA07-519 100.000%,BAT-LA07_SUE-BAT-LA07-519_001,489041.531886000011582,9533512.306469999253750
8.013892138770000,3.431429030820000,0.400000000000000,SUE-EA7091-073,EA7091,SUE-EA7091-073 100.000%,EA7091_SUE-EA7091-073_004,487690.772325000027195,9533056.332440000027418
8.226555347310001,4.296150758420000,0.000000000000000,SUE-QDA-BAT-LA07-960,QDA-BAT-LA07,SUE-QDA-BAT-LA07-960 100.000%,QDA-BAT-LA07_SUE-QDA-BAT-LA07-960_001,489101.913330000010319,9534091.758540000766516
8.920338565490001,4.968782992310000,0.400000000000000,SUE-BAT-LA07-538,BAT-LA07,"SUE-BAT-LA07-538 34.425%, SUE-BAT-LA07-538 65.575%",BAT-LA07_SUE-BAT-LA07-538_001,488967.719158999971114,9533526.177230000495911
8.944271907210000,4.999999996880000,0.300000000000000,SUE-EA2064-1031,EA2064,"SUE-EA2064-1031 66.371%, SUE-EA2064-1031 33.629%",EA2064_SUE-EA2064-1031_001,489922.526475000020582,9534436.263509999960661
7.562016540890000,3.265723982780000,0.200000000000000,SUE-EA2114P-670,EA2114P,SUE-EA2114P-670 100.000%,EA2114P_SUE-EA2114P-670_001,488853.573011000000406,9533490.772180000320077
8.944271905350000,4.999999994800000,0.300000000000000,SUE-EA2306-010,EA2306,SUE-EA2306-010 100.000%,EA2306_SUE-EA2306-010_001,488001.744082999997772,9533260.091749999672174
6.812156854580000,2.230147438470000,0.300000000000000,SUE-BAT-LA07-423,BAT-LA07,"SUE-BAT-LA07-423 19.578%, SUE-BAT-LA07-423 80.422%",BAT-LA07_SUE-BAT-LA07-423_001,489037.288363999978174,9533574.829709999263287
8.179348850889999,4.208451011140000,0.150000000000000,SUE-EA2239-178,EA2239,SUE-EA2239-178 100.000%,EA2239_SUE-EA2239-178_001,488652.570539999986067,9534281.842870000749826
8.944271916520000,5.000000007290000,0.250000000000000,SUE-EA2187-762,EA2187,"SUE-EA2187-762 50.774%, SUE-EA2187-762 49.226%",EA2187_SUE-EA2187-762_001,489269.594625999976415,9533781.095589999109507
8.944271903490000,4.999999992720000,0.400000000000000,SUE- EA5764-349, EA5764,"SUE- EA5764-349 45.825%, SUE- EA5764-349 54.175%", EA5764_SUE- EA5764-349_002,490671.609248000022490,9532815.114229999482632
8.944271912800000,5.000000003130000,0.000000000000000,SUE-EA2276-929,EA2276,SUE-EA2276-929 100.000%,EA2276_SUE-EA2276-929_004,488200.754132999980357,9532904.556949999183416
9.137028624719999,4.114691215030000,0.300000000000000,SUE-EA2187-782,EA2187,SUE-EA2187-782 100.000%,EA2187_SUE-EA2187-782_002,489242.761809999996331,9533801.220210000872612
8.049079574189999,4.100799506560000,0.100000000000000,SUE-BAT-LA07-362,BAT-LA07,SUE-BAT-LA07-362 100.000%,BAT-LA07_SUE-BAT-LA07-362_001,489198.048156999982893,9533411.972999999299645
7.023096671530000,2.811178691070000,0.200000000000000,SUE-EA2237-920,EA2237,SUE-EA2237-920 100.000%,EA2237_SUE-EA2237-920_001,488484.794943000015337,9533066.037809999659657
8.944271912800000,5.000000003130000,0.200000000000000,SUE-EA2064-1017,EA2064,SUE-EA2064-1017 100.000%,EA2064_SUE-EA2064-1017_001,489929.234678999986500,9534512.289820000529289
7.467815548470000,3.374216534250000,0.100000000000000,SUE-EA1349-154,EA1349,SUE-EA1349-154 100.000%,EA1349_SUE-EA1349-154_001,488089.040014999976847,9534102.775270000100136
8.626324332230000,4.915858746330000,0.100000000000000,SUE-EA2114P-654,EA2114P,SUE-EA2114P-654 100.000%,EA2114P_SUE-EA2114P-654_001,488882.747172000003047,9533479.233549999073148
8.944271903490000,4.999999992720000,0.400000000000000,SUE-EA2243-127,EA2243,SUE-EA2243-127 100.000%,EA2243_SUE-EA2243-127_002,488884.990934000001289,9535212.179099999368191
8.944271903490000,4.999999992720000,0.300000000000000,SUE-EA2187-782,EA2187,SUE-EA2187-782 100.000%,EA2187_SUE-EA2187-782_003,489242.761809999996331,9533801.220210000872612
8.944271903490000,4.999999992720000,0.300000000000000,SUE-EA2187-782,EA2187,SUE-EA2187-782 100.000%,EA2187_SUE-EA2187-782_004,489242.761809999996331,9533801.220210000872612
8.944271909070000,4.999999998960000,0.400000000000000,SUE-EA2294-916,EA2294,SUE-EA2294-916 100.000%,EA2294_SUE-EA2294-916_002,487845.941181999980472,9532718.863590000197291
8.944271916520000,5.000000007290000,0.300000000000000,SUE-EA2187-782,EA2187,"SUE-EA2187-782 6.851%, SUE-EA2187-782 93.149%",EA2187_SUE-EA2187-782_005,489242.761809999996331,9533801.220210000872612
