punto;norte;este;altitud;prof;ca;celda_cod_plano;celda;eva;tip_comp;area_grilla;locacion;grilla;Shape_Leng;Shape_Le_1;Shape_Area;tph
L-X,6,PZEA9054-7;9531154.387;483975.64;290;0.1;0006-5-2025-102;L5;EA9054-L5;1ra. Eval.;Area remediada;2.468181139;EA9054;EA9054-L5-8834;6.663179387;6.663179387;2.468287426;1651
L-X,6,PZEA9054-8;9531152.725;483977.652;290;0.1;0006-5-2025-102;L5;EA9054-L5;1ra. Eval.;Area remediada;3.430651919;EA9054;EA9054-L5-7776;7.647990304;7.647990304;3.430558439;35
L-X,6,PZEA9464-1;9531747.397;483882.043;277;0.2;0006-5-2025-102;D22;EA9464-D22;1ra. Eval.;Area remediada;2.161266741;EA9464;EA9464-D20-6532;6.830516359;6.830516359;2.161446697;17
L-X,6,PZEA9464-2R;9531751.048;483878.506;277;0.2;0006-5-2025-102;D22;EA9464-D22;1ra. Eval.;Area remediada;3.500001155;EA9464;EA9464-D22-8206;7.483200001;7.483200001;3.499892641;8
L-X,6,PZEA9464-3;9531745.795;483885.989;277;0.2;0006-5-2025-102;D22;EA9464-D22;1ra. Eval.;Area remediada;3.500001143;EA9464;EA9464-D20-8636;7.483199999;7.483199999;3.499892639;1000
L-X,6,PZEA9464-4;9531747.666;483900.956;277;0.15;0006-5-2025-102;D16;EA9464-D16;1ra. Eval.;Area remediada;3.500001146;EA9464;EA9464-D10-8131;7.483600002;7.483600002;3.500266812;3565
L-X,6,PZEA9464-5;9531749.537;483900.956;277;0.15;0006-5-2025-102;D16;EA9464-D16;1ra. Eval.;Area remediada;3.500001139;EA9464;EA9464-D10-8946;7.483399998;7.483399998;3.500079719;1646
L-X,6,PZEA9464-6R;9531736.441;483902.827;277;0.1;0006-5-2025-102;D16;EA9464-D16;1ra. Eval.;Area remediada;3.500001139;EA9464;EA9464-D16-6444;7.483200001;7.483200001;3.499892641;1689
L-X,6,PZEA9464-7R;9531743.925;483895.344;277;0.1;0006-5-2025-102;D16;EA9464-D16;1ra. Eval.;Area remediada;3.500001144;EA9464;EA9464-D16-6676;7.483399998;7.483399998;3.500079719;2020
L-X,6,PZEA2156-1;9531128.231;484189.033;288;0.1;0006-5-2025-102;D6;EA2156-D6;1ra. Eval.;Area remediada;2.346125586;EA2156;EA2156-D6-8455;6.510295417;6.510295417;2.346170964;52
L-X,6,PZEA2156-2;9531130.182;484192.725;288;0.1;0006-5-2025-102;D6;EA2156-D6;1ra. Eval.;Area remediada;3.017175844;EA2156;EA2156-D6-6423;6.938706744;6.938706744;3.01702149;1270
L-X,6,PZEA2156-3;9531126.566;484194.695;288;0.1;0006-5-2025-102;D6;EA2156-D6;1ra. Eval.;Area remediada;3.424653807;EA2156;EA2156-D6-8086;7.333574469;7.333574469;3.424552577;28
L-X,6,PZEA2156-4;9531126.332;484198.246;288;0.1;0006-5-2025-102;D6;EA2156-D6;1ra. Eval.;Area remediada;2.436001784;EA2156;EA2156-D6-7653;6.677968558;6.677968558;2.436082067;1698
L-X,6,PZEA2156-5;9531122.809;484200.288;288;0.1;0006-5-2025-102;D6;EA2156-D6;1ra. Eval.;Area remediada;3.500001153;EA2156;EA2156-D6-7390;7.483399998;7.483399998;3.500079719;46
L-X,6,PZEA2156-6;9531122.809;484202.159;288;0.1;0006-5-2025-102;D6;EA2156-D6;1ra. Eval.;Area remediada;3.50000115;EA2156;EA2156-D6-8411;7.483399998;7.483399998;3.500079719;115
L-X,6,PZEA2156-7;9531122.908;484205.85;288;0.1;0006-5-2025-102;D6;EA2156-D6;1ra. Eval.;Area remediada;3.094016375;EA2156;EA2156-D6-8258;7.298851883;7.298851883;3.094053839;422
L-X,6,PZEA9324-1;9530603.058;483779.305;301;0.2;0006-5-2025-102;B3;EA9324-B3;1ra. Eval.;Area remediada;2.214618776;EA9324;EA9324-B3-7676;6.143075098;6.143075098;2.214677877;482
L-X,6,PZEA9324-2;9530604.587;483779.354;301;0.2;0006-5-2025-102;B3;EA9324-B3;1ra. Eval.;Area remediada;3.490830753;EA9324;EA9324-B3-8153;7.417873358;7.417873358;3.490903685;371
L-X,6,PZEA9324-3R;9530593.365;483743.806;301;0.2;0006-5-2025-102;E6;EA9324-E6;1ra. Eval.;Area remediada;3.500001143;EA9324;EA9324-E6-6913;7.483400002;7.483400002;3.500079722;3307
L-X,6,PZEA9324-4R;9530595.235;483743.806;301;0.2;0006-5-2025-102;E6;EA9324-E6;1ra. Eval.;Area remediada;3.500001146;EA9324;EA9324-E6-7414;7.483199999;7.483199999;3.499892639;3512
L-X,6,PZEA9324-5;9530606.284;483779.532;301;0.2;0006-5-2025-102;B3;EA9324-B3;1ra. Eval.;Area remediada;2.406663573;EA9324;EA9324-B3-7366;6.307810258;6.307810258;2.40671041;351
L-X,6,PZEA9324-6;9530587.755;483745.68;301;0.2;0006-5-2025-102;E6;EA9324-E6;1ra. Eval.;Area remediada;3.488211799;EA9324;EA9324-E6-6519;7.395122622;7.395122622;3.48828757;3116
L-X,6,PZEA9323-1;9530907.493;483996.375;310;0.15;0006-5-2025-102;D4;EA9323-D4;1ra. Eval.;Area remediada;2.862328436;EA9323;EA9323-D4-7456;6.802894228;6.802894228;2.862324;299
L-X,6,PZEA9323-2;9530903.922;484000.11;310;0.15;0006-5-2025-102;D4;EA9323-D4;1ra. Eval.;Area remediada;3.500001141;EA9323;EA9323-D4-7703;7.483199999;7.483199999;3.499892639;0
L-X,6,PZEA9323-3;9530902.051;484000.11;310;0.15;0006-5-2025-102;D4;EA9323-D4;1ra. Eval.;Area remediada;3.500001134;EA9323;EA9323-D4-6548;7.483399998;7.483399998;3.500079719;0
L-X,6,PZEA9323-4;9530900.181;484000.111;310;0.15;0006-5-2025-102;D4;EA9323-D4;1ra. Eval.;Area remediada;3.495512411;EA9323;EA9323-D4-7521;7.428405278;7.428405278;3.495404879;152
L-X,6,PZEA9323-5;9530902.051;484001.981;310;0.15;0006-5-2025-102;D4;EA9323-D4;1ra. Eval.;Area remediada;3.500001139;EA9323;EA9323-D4-6571;7.4834;7.4834;3.50007972;2023
L-X,6,PZEA9323-6;9530905.784;484005.713;310;0.15;0006-5-2025-102;D4;EA9323-D4;1ra. Eval.;Area remediada;3.462648409;EA9323;EA9323-D4-8157;7.342115438;7.342115438;3.462543484;0
L-X,6,PZEA9323-7;9530890.789;484046.592;310;0.4;0006-5-2025-102;B4;EA9323-B4;1ra. Eval.;Area remediada;2.799034023;EA9323;EA9323-B3-6775;10.53821795;10.53821795;2.798997419;82
L-X,6,PZEA9323-8;9530888.992;484046.679;310;0.4;0006-5-2025-102;B4;EA9323-B4;1ra. Eval.;Area remediada;2.711125063;EA9323;EA9323-B3-6910;6.624934281;6.624934281;2.711230576;13
L-X,6,PZEA9323-9;9530892.697;484048.751;310;0.2;0006-5-2025-102;B3;EA9323-B3;1ra. Eval.;Area remediada;3.500001141;EA9323;EA9323-B3-8904;7.483199999;7.483199999;3.499892639;0
L-X,6,PZEA9323-10;9530894.553;484050.602;310;0.2;0006-5-2025-102;B3;EA9323-B3;1ra. Eval.;Area remediada;3.420612782;EA9323;EA9323-B3-8177;7.320184334;7.320184334;3.42070042;83
L-X,6,PZEA9323-11;9530896.438;484048.751;310;0.2;0006-5-2025-102;B3;EA9323-B3;1ra. Eval.;Area remediada;3.500001144;EA9323;EA9323-B3-8860;7.483399998;7.483399998;3.500079719;5
L-X,6,PZEA9323-12;9530896.439;484043.139;310;0.4;0006-5-2025-102;B4;EA9323-B4;1ra. Eval.;Area remediada;3.500001153;EA9323;EA9323-B4-8762;7.483599998;7.483599998;3.500266808;3077
L-X,6,PZEA2531-1;9530969.696;483607.305;302;0.4;0006-5-2025-102;B11;EA2531-B11;1ra. Eval.;Area remediada;2.357793861;EA2531;EA2531-B11-8431;6.34375837;6.34375837;2.357769241;109
L-X,6,PZEA2531-2;9530969.401;483610.977;302;0.4;0006-5-2025-102;B11;EA2531-B11;1ra. Eval.;Area remediada;3.500001139;EA2531;EA2531-B11-6578;7.4834;7.4834;3.50007972;517
L-X,6,PZEA2531-3;9530969.401;483614.719;302;0.4;0006-5-2025-102;B11;EA2531-B11;1ra. Eval.;Area remediada;3.500001139;EA2531;EA2531-B11-7834;7.483199999;7.483199999;3.499892639;47
L-X,6,PZEA2531-4;9530973.142;483618.461;302;0.4;0006-5-2025-102;B11;EA2531-B11;1ra. Eval.;Area remediada;3.500001134;EA2531;EA2531-B11-6975;7.483600002;7.483600002;3.500266812;2334
L-X,6,PZEA2531-5;9530973.164;483619.993;302;0.4;0006-5-2025-102;B11;EA2531-B11;1ra. Eval.;Area remediada;2.155583899;EA2531;EA2531-B11-7468;7.550660116;7.550660116;2.155638317;2852
L-X,6,PZEA2531-6;9530969.401;483620.331;302;0.4;0006-5-2025-102;B11;EA2531-B11;1ra. Eval.;Area remediada;3.500001139;EA2531;EA2531-B11-7447;7.483200001;7.483200001;3.499892641;64
L-X,6,PZEA2531-7;9530967.53;483622.202;302;0.4;0006-5-2025-102;B11;EA2531-B11;1ra. Eval.;Area remediada;3.50000115;EA2531;EA2531-B11-8406;7.483399998;7.483399998;3.500079719;62
L-X,6,PZEA2531-8;9530974.799;483616.431;302;0.4;0006-5-2025-102;B11;EA2531-B11;1ra. Eval.;Area remediada;2.463128101;EA2531;EA2531-B11-6936;7.248167206;7.248167206;2.463020414;165
L-X,6,PZEA2531-9;9530978.755;483616.59;302;0.4;0006-5-2025-102;B11;EA2531-B11;1ra. Eval.;Area remediada;3.50000115;EA2531;EA2531-B11-7322;7.483200001;7.483200001;3.499892641;25
L-X,6,PZEA2531-10R;9530982.497;483612.848;302;0.4;0006-5-2025-102;B11;EA2531-B11;1ra. Eval.;Area remediada;3.500001143;EA2531;EA2531-B11-6824;7.483199999;7.483199999;3.499892639;45
L-X,6,PZEA2531-11;9530982.497;483616.59;302;0.4;0006-5-2025-102;B11;EA2531-B11;1ra. Eval.;Area remediada;3.500001143;EA2531;EA2531-B11-7406;7.483200001;7.483200001;3.499892641;8
L-X,6,PZEA2531-12;9530984.367;483616.59;302;0.4;0006-5-2025-102;B11;EA2531-B11;1ra. Eval.;Area remediada;3.500001156;EA2531;EA2531-B11-7522;7.483200004;7.483200004;3.499892644;10
L-X,6,PZEA2531-13;9530982.497;483618.461;302;0.4;0006-5-2025-102;B11;EA2531-B11;1ra. Eval.;Area remediada;3.500001137;EA2531;EA2531-B11-6400;7.483399998;7.483399998;3.500079719;47
L-X,6,PZEA2531-14R;9530984.367;483609.106;302;0.4;0006-5-2025-102;B11;EA2531-B11;1ra. Eval.;Area remediada;3.50000116;EA2531;EA2531-B11-8876;7.483200002;7.483200002;3.499892642;52
L-X,6,PZEA2531-15;9531010.532;483633.461;302;0.1;0006-5-2025-102;D11;EA2531-D11;1ra. Eval.;Area remediada;3.360319531;EA2531;EA2531-D11-7757;7.216327909;7.216327909;3.360243284;2730
L-X,6,PZEA2531-16;9531029.267;483642.781;302;0.1;0006-5-2025-102;D11;EA2531-D11;1ra. Eval.;Area remediada;3.500001146;EA2531;EA2531-D11-7917;7.483399998;7.483399998;3.500079719;1758
L-X,6,PZEA2531-17;9531031.138;483644.652;302;0.1;0006-5-2025-102;D11;EA2531-D11;1ra. Eval.;Area remediada;3.50000115;EA2531;EA2531-D11-7867;7.483400004;7.483400004;3.500079724;730
L-X,6,PZEA2531-18;9531031.138;483648.394;302;0.1;0006-5-2025-102;D11;EA2531-D11;1ra. Eval.;Area remediada;3.50000115;EA2531;EA2531-D11-6616;7.483400002;7.483400002;3.500079722;612
L-X,6,PZEA2531-19;9531021.634;483643.063;302;0.1;0006-5-2025-102;D11;EA2531-D11;1ra. Eval.;Area remediada;2.271982311;EA2531;EA2531-D11-8228;6.505121289;6.505121289;2.271993062;393
L-X,6,PZEA2531-20;9531018.054;483644.64;302;0.1;0006-5-2025-102;D11;EA2531-D11;1ra. Eval.;Area remediada;3.448693592;EA2531;EA2531-D11-6755;7.302455743;7.302455743;3.44875236;1571
L-X,6,PZEA5642-1;9530192.97;483517.691;288;0.4;0006-5-2025-102;W18;EA5642-W18;1ra. Eval.;Area remediada;2.534202116;EA5642;EA5642-W18-7275;6.477649354;6.477649354;2.534227597;58
L-X,6,PZEA5642-2;9530193.007;483519.307;288;0.4;0006-5-2025-102;W18;EA5642-W18;1ra. Eval.;Area remediada;3.500001136;EA5642;EA5642-W18-6495;7.483400002;7.483400002;3.500079722;510
L-X,6,PZEA5642-3;9530194.878;483519.307;288;0.4;0006-5-2025-102;W18;EA5642-W18;1ra. Eval.;Area remediada;3.500001146;EA5642;EA5642-W18-8790;7.483199999;7.483199999;3.499892639;31
L-X,6,PZEA5642-4;9530252.862;483522.898;288;0.1;0006-5-2025-102;T4;EA5642-T4;1ra. Eval.;Area remediada;2.769737865;EA5642;EA5642-T4-6452;6.902244335;6.902244335;2.769607359;1309
L-X,6,PZEA5642-5;9530249.177;483523.293;288;0.1;0006-5-2025-102;T4;EA5642-T4;1ra. Eval.;Area remediada;2.567177198;EA5642;EA5642-T4-7010;6.527825811;6.527825811;2.567111762;817
L-X,6,PZEA5642-6;9530247.224;483523.379;288;0.1;0006-5-2025-102;T4;EA5642-T4;1ra. Eval.;Area remediada;2.249274894;EA5642;EA5642-T4-8863;6.249762645;6.249762645;2.24923957;728
L-X,6,PZEA5642-7;9530241.685;483523.009;288;0.1;0006-5-2025-102;T4;EA5642-T4;1ra. Eval.;Area remediada;2.961578731;EA5642;EA5642-T4-7923;6.657885697;6.657885697;2.961507925;2591
L-X,6,PZEA5642-8;9530224.72;483569.98;288;0.2;0006-5-2025-102;B34;EA5642-B34;1ra. Eval.;Area remediada;2.843743775;EA5642;EA5642-B34-8445;8.19533501;8.19533501;2.843844755;1280
L-X,6,PZEA5642-9;9530224.811;483571.69;288;0.2;0006-5-2025-102;B34;EA5642-B34;1ra. Eval.;Area remediada;3.500001151;EA5642;EA5642-B34-6526;7.483599998;7.483599998;3.500266808;2039
L-X,6,PZEA5642-10;9530222.94;483571.69;288;0.2;0006-5-2025-102;B34;EA5642-B34;1ra. Eval.;Area remediada;3.500001143;EA5642;EA5642-B34-7109;7.483399998;7.483399998;3.500079719;32
L-X,6,PZEA5642-11;9530222.94;483573.561;288;0.2;0006-5-2025-102;B34;EA5642-B34;1ra. Eval.;Area remediada;3.500001143;EA5642;EA5642-B34-6998;7.483200001;7.483200001;3.499892641;79
L-X,6,PZEA5642-12R;9530239.794;483580.951;288;0.1;0006-5-2025-102;C5;EA5642-C5;1ra. Eval.;Area remediada;2.501662263;EA5642;EA5642-C5-6602;6.477621962;6.477621962;2.501576042;1257
L-X,6,PZEA5642-13;9530228.552;483577.302;288;0.1;0006-5-2025-102;C5;EA5642-C5;1ra. Eval.;Area remediada;3.500001146;EA5642;EA5642-C5-8674;7.483199999;7.483199999;3.499892639;57
L-X,6,PZEA5642-14R;9530235.949;483579.488;288;0.1;0006-5-2025-102;C5;EA5642-C5;1ra. Eval.;Area remediada;2.261493546;EA5642;EA5642-C5-8163;6.301891736;6.301891736;2.261505969;1677
L-X,6,PZEA5642-15R;9530230.421;483577.305;288;0.1;0006-5-2025-102;C5;EA5642-C5;1ra. Eval.;Area remediada;3.490464369;EA5642;EA5642-C5-7183;7.416652139;7.416652139;3.490357312;37
L-X,6,PZEA5642-16;9530232.349;483579.093;288;0.1;0006-5-2025-102;C5;EA5642-C5;1ra. Eval.;Area remediada;3.164790148;EA5642;EA5642-C5-8848;7.059624069;7.059624069;3.16502649;13
L-X,6,PZEA9431-1;9530557.79;483470.965;307;0.4;0006-5-2025-102;B23;EA9431-B23;1ra. Eval.;Area remediada;2.370585909;EA9431;EA9431-B23-8428;6.276209933;6.276209933;2.370614039;0
L-X,6,PZEA9431-2;9530557.818;483472.536;307;0.4;0006-5-2025-102;B23;EA9431-B23;1ra. Eval.;Area remediada;3.500001146;EA9431;EA9431-B23-8940;7.483200001;7.483200001;3.499892641;0
L-X,6,PZEA9431-3;9530556.154;483472.711;307;0.4;0006-5-2025-102;B23;EA9431-B23;1ra. Eval.;Area remediada;2.459279256;EA9431;EA9431-B23-8869;6.755256758;6.755256758;2.459214561;0
L-X,6,PZEA9431-4;9530556.012;483474.058;307;0.4;0006-5-2025-102;B23;EA9431-B23;1ra. Eval.;Area remediada;2.161907247;EA9431;EA9431-B23-8633;6.198673677;6.198673677;2.161901618;35
L-X,6,PZEA9431-5;9530561.56;483481.89;307;0.25;0006-5-2025-102;B3;EA9431-B3;1ra. Eval.;Area remediada;3.50000115;EA9431;EA9431-B3-6509;7.4836;7.4836;3.50026681;358
L-X,6,PZEA9431-6;9530563.431;483481.89;307;0.25;0006-5-2025-102;B3;EA9431-B3;1ra. Eval.;Area remediada;3.500001143;EA9431;EA9431-B3-7711;7.483400004;7.483400004;3.500079724;156
L-X,6,PZEA9431-7;9530565.302;483483.761;307;0.25;0006-5-2025-102;B3;EA9431-B3;1ra. Eval.;Area remediada;3.500001148;EA9431;EA9431-B3-6443;7.483199999;7.483199999;3.499892639;235
L-X,6,PZEA9431-8;9530563.431;483485.632;307;0.25;0006-5-2025-102;B3;EA9431-B3;1ra. Eval.;Area remediada;3.500001143;EA9431;EA9431-B3-7693;7.483200002;7.483200002;3.499892642;41
L-X,6,PZEA9431-9R;9530565.302;483480.019;307;0.25;0006-5-2025-102;B3;EA9431-B3;1ra. Eval.;Area remediada;3.500001153;EA9431;EA9431-B3-6393;7.483199999;7.483199999;3.499892639;1237
L-X,6,PZEA9431-10R;9530567.173;483485.632;307;0.25;0006-5-2025-102;B3;EA9431-B3;1ra. Eval.;Area remediada;3.500001146;EA9431;EA9431-B3-6751;7.483399998;7.483399998;3.500079719;71
L-X,6,PZEA2321-1;9530527.916;483117.1;275;0.4;0006-5-2025-102;B8;EA2321-B8;1ra. Eval.;Area remediada;3.376603917;EA2321;EA2321-B8-7173;7.269456102;7.269456102;3.376673879;64
L-X,6,PZEA2321-2;9530527.885;483118.949;275;0.4;0006-5-2025-102;B8;EA2321-B8;1ra. Eval.;Area remediada;3.500001146;EA2321;EA2321-B8-8740;7.483399998;7.483399998;3.500079719;68
L-X,6,PZEA2321-3;9530527.885;483120.82;275;0.4;0006-5-2025-102;B8;EA2321-B8;1ra. Eval.;Area remediada;3.500001141;EA2321;EA2321-B8-8187;7.4836;7.4836;3.50026681;995
L-X,6,PZEA2321-4;9530526.075;483120.858;275;0.4;0006-5-2025-102;B8;EA2321-B8;1ra. Eval.;Area remediada;3.255695715;EA2321;EA2321-B8-8284;7.159125916;7.159125916;3.255761418;1542
L-X,6,PZEA2321-5;9530526.014;483124.562;275;0.2;0006-5-2025-102;B8;EA2321-B8;1ra. Eval.;Area remediada;3.500001143;EA2321;EA2321-B7-7256;7.483200004;7.483200004;3.499892644;130
L-X,6,PZEA2321-6R;9530535.369;483113.337;275;0.4;0006-5-2025-102;B9;EA2321-B9;1ra. Eval.;Area remediada;3.500001153;EA2321;EA2321-B9-6404;7.483400002;7.483400002;3.500079722;36
L-X,6,PZEA2321-7R;9530531.627;483118.949;275;0.4;0006-5-2025-102;B9;EA2321-B9;1ra. Eval.;Area remediada;3.50000115;EA2321;EA2321-B9-7451;7.483199999;7.483199999;3.499892639;518
L-X,6,PZEA2321-8R;9530535.369;483117.078;275;0.4;0006-5-2025-102;B9;EA2321-B9;1ra. Eval.;Area remediada;3.500001165;EA2321;EA2321-B9-8796;7.483400002;7.483400002;3.500079722;142
L-X,6,PZEA9432-1;9530890.812;483429.522;283;0.4;0006-5-2025-102;A3;EA9432-A3;1ra. Eval.;Area remediada;3.43872425;EA9432;EA9432-A3-7961;7.279426344;7.279426344;3.438616559;43
L-X,6,PZEA9432-2;9530892.697;483431.378;283;0.4;0006-5-2025-102;A3;EA9432-A3;1ra. Eval.;Area remediada;3.50000115;EA9432;EA9432-A3-6869;7.4834;7.4834;3.50007972;481
L-X,6,PZEA9432-3;9530889.153;483433.174;283;0.4;0006-5-2025-102;A3;EA9432-A3;1ra. Eval.;Area remediada;2.706866142;EA9432;EA9432-A3-6597;6.757690915;6.757690915;2.706860519;36
L-X,6,PZEA9432-4;9530890.826;483435.119;283;0.4;0006-5-2025-102;A3;EA9432-A3;1ra. Eval.;Area remediada;3.500001143;EA9432;EA9432-A3-8340;7.483200001;7.483200001;3.499892641;22
L-X,6,PZEA9432-5;9530892.697;483436.99;283;0.4;0006-5-2025-102;A3;EA9432-A3;1ra. Eval.;Area remediada;3.500001153;EA9432;EA9432-A3-6382;7.483399998;7.483399998;3.500079719;17
L-X,6,PZEA9432-6;9530894.568;483435.119;283;0.4;0006-5-2025-102;A3;EA9432-A3;1ra. Eval.;Area remediada;3.500001143;EA9432;EA9432-A3-8628;7.483200001;7.483200001;3.499892641;16
L-X,6,PZEA9432-7;9530894.568;483440.732;283;0.4;0006-5-2025-102;A3;EA9432-A3;1ra. Eval.;Area remediada;3.500001143;EA9432;EA9432-A3-7253;7.483199999;7.483199999;3.499892639;22
L-X,6,PZEA9461-1;9530033.986;484041.268;288;0.2;0006-5-2025-102;A24;EA9461-A24;1ra. Eval.;Area remediada;3.500001139;EA9461;EA9461-A24-7529;7.483200001;7.483200001;3.499892641;3772
L-X,6,PZEA9461-2;9530033.986;484043.139;288;0.2;0006-5-2025-102;A24;EA9461-A24;1ra. Eval.;Area remediada;3.500001139;EA9461;EA9461-A24-8844;7.483399998;7.483399998;3.500079719;1891
L-X,6,PZEA9461-3;9530033.981;484046.878;288;0.2;0006-5-2025-102;A24;EA9461-A24;1ra. Eval.;Area remediada;3.479437639;EA9461;EA9461-A24-8327;7.553525678;7.553525678;3.479325439;1950
L-X,6,PZEA9461-4;9530032.116;484046.88;288;0.2;0006-5-2025-102;A24;EA9461-A24;1ra. Eval.;Area remediada;3.50000116;EA9461;EA9461-A24-8520;7.483399998;7.483399998;3.500079719;246
L-X,6,PZEA9461-5;9530030.544;484047.087;288;0.2;0006-5-2025-102;A29;EA9461-A29;1ra. Eval.;Area remediada;2.074050394;EA9461;EA9461-A24-7272;6.468192741;6.468192741;2.07392973;4372
L-X,6,PZEA9461-6;9530033.962;484050.592;288;0.1;0006-5-2025-102;A29;EA9461-A29;1ra. Eval.;Area remediada;3.378612873;EA9461;EA9461-A29-6813;7.227575545;7.227575545;3.37869258;3919
L-X,6,PZEA9461-7;9530039.371;484048.734;288;0.1;0006-5-2025-102;A29;EA9461-A29;1ra. Eval.;Area remediada;2.266750398;EA9461;EA9461-A29-6482;6.024600191;6.024600191;2.266628891;1110
L-X,6,PZEA9461-8;9530005.957;484052.82;288;0.1;0006-5-2025-102;A29;EA9461-A29;1ra. Eval.;Area remediada;2.127270566;EA9461;EA9461-A29-6970;5.958025524;5.958025524;2.127367829;2629
L-X,6,PZEA9461-9;9530020.891;484054.364;288;0.1;0006-5-2025-102;A29;EA9461-A29;1ra. Eval.;Area remediada;3.500001136;EA9461;EA9461-A29-7208;7.483199999;7.483199999;3.499892639;2331
L-X,6,PZEA9461-10;9530019.037;484054.395;288;0.1;0006-5-2025-102;A29;EA9461-A29;1ra. Eval.;Area remediada;3.378185179;EA9461;EA9461-A29-7971;7.4230747;7.4230747;3.378244892;2916
L-X,6,PZEA9461-11;9530017.142;484054.417;288;0.1;0006-5-2025-102;A29;EA9461-A29;1ra. Eval.;Area remediada;3.299379982;EA9461;EA9461-A29-7188;7.377559939;7.377559939;3.299244774;3101
L-X,6,PZEA9461-12;9530017.227;484055.95;288;0.1;0006-5-2025-102;A29;EA9461-A29;1ra. Eval.;Area remediada;2.379093344;EA9461;EA9461-A29-8292;6.183784818;6.183784818;2.37910335;2122
L-X,6,PZEA9508-1;9530185.509;483998.449;253;0.1;0006-5-2025-102;A10;EA9508-A10;1ra. Eval.;Area remediada;2.712667181;EA9518;EA9508-A10-7991;6.646111345;6.646111345;2.71268052;0
L-X,6,PZEA9508-2;9530187.379;483998.514;253;0.1;0006-5-2025-102;A10;EA9508-A10;1ra. Eval.;Area remediada;2.469492676;EA9518;EA9508-A10-7575;6.386311103;6.386311103;2.469587999;44
L-X,6,PZEA9508-3;9530189.227;483998.599;253;0.1;0006-5-2025-102;A10;EA9508-A10;1ra. Eval.;Area remediada;2.140197165;EA9518;EA9508-A10-6697;6.006261123;6.006261123;2.14023504;0
L-X,6,PZEA9508-4;9530192.9;483999.799;253;0.1;0006-5-2025-102;A10;EA9508-A10;1ra. Eval.;Area remediada;2.136962026;EA9518;EA9508-A10-8968;5.92644558;5.92644558;2.136943346;0
L-X,6,PZEA1518-1;9530308.998;484106.747;295;0.1;0006-5-2025-102; ; ; ;Area remediada;3.500001156;EA1518;EA1518-F2-6826;7.483399998;7.483399998;3.500079719;3761
L-X,6,PZEA1518-2;9530308.843;484110.405;295;0.1;0006-5-2025-102;F2;EA1518-F2;1ra. Eval.;Area remediada;2.848685697;EA1518;EA1518-F2-7317;6.882530456;6.882530456;2.848687494;1191
L-X,6,PZEA1518-3;9530307.446;484110.516;295;0.1;0006-5-2025-102;F2;EA1518-F2;1ra. Eval.;Area remediada;2.300502872;EA1518;EA1518-F2-8927;6.213593437;6.213593437;2.30042922;27
L-X,6,PZEA1518-4;9530307.338;484114.263;295;0.1;0006-5-2025-102;F2;EA1518-F2;1ra. Eval.;Area remediada;2.701559514;EA1518;EA1518-F2-7861;6.654473273;6.654473273;2.701643465;4757
L-X,6,PZEA1518-5R;9530417.506;484138.551;295;0.3;0006-5-2025-102;E9;EA1518-E9;1ra. Eval.;Area remediada;3.499852144;EA1518;EA1518-E9-7625;7.474833102;7.474833102;3.499743639;1069
L-X,6,PZEA1518-6;9530413.765;484140.422;295;0.3;0006-5-2025-102;E9;EA1518-E9;1ra. Eval.;Area remediada;3.500001156;EA1518;EA1518-E7-7825;7.4834;7.4834;3.50007972;1889
L-X,6,PZEA1518-7R;9530417.506;484144.164;295;0.3;0006-5-2025-102;E9;EA1518-E9;1ra. Eval.;Area remediada;3.500001146;EA1518;EA1518-E9-7011;7.483199999;7.483199999;3.499892639;556
L-X,6,PZEA1518-8R;9530415.635;484142.293;295;0.3;0006-5-2025-102;E9;EA1518-E9;1ra. Eval.;Area remediada;3.500001134;EA1518;EA1518-E9-7356;7.483199999;7.483199999;3.499892639;340
L-X,6,PZEA9488-1;9530249.132;484187.193;293;0.2;0006-5-2025-102;H3;EA9488-H3;1ra. Eval.;Area remediada;3.500001143;EA9488;EA9488-H3-6733;7.483200002;7.483200002;3.499892642;49
L-X,6,PZEA9488-2;9530250.922;484187.297;293;0.2;0006-5-2025-102;H3;EA9488-H3;1ra. Eval.;Area remediada;3.02627363;EA9488;EA9488-H3-6901;6.896486977;6.896486977;3.026360108;0
L-X,6,PZEA9488-3R;9530252.709;484189.201;293;0.2;0006-5-2025-102;H3;EA9488-H3;1ra. Eval.;Area remediada;2.704007671;EA9488;EA9488-H4-6586;6.750031481;6.750031481;2.70384915;73
L-X,6,PZEA2038-1R;9530075.145;484189.063;305;0.4;0006-5-2025-102;F13;EA2038-F13;1ra. Eval.;Area remediada;3.50000115;EA2038;EA2038-F13-6669;7.483200001;7.483200001;3.499892641;2555
L-X,6,PZEA2038-2R;9530078.886;484187.193;305;0.4;0006-5-2025-102;F13;EA2038-F13;1ra. Eval.;Area remediada;3.500001153;EA2038;EA2038-F13-8588;7.483199999;7.483199999;3.499892639;522
L-X,6,PZEA2038-3R;9530078.886;484192.805;305;0.4;0006-5-2025-102;F13;EA2038-F13;1ra. Eval.;Area remediada;3.500001153;EA2038;EA2038-F13-8727;7.483200001;7.483200001;3.499892641;348
L-X,6,PZEA2038-4;9530084.506;484200.294;305;0.35;0006-5-2025-102;H1;EA2038-H1;1ra. Eval.;Area remediada;3.47251709;EA2038;EA2038-H1-8024;7.406282687;7.406282687;3.472431569;1736
