punto;norte;este;altitud;prof;ca;celda_cod_plano;celda;eva;tip_comp;area_grilla;locacion;grilla;Shape_Leng;Shape_Le_1;Shape_Area;tph
L-X,6,PZEA10142-4;9532131.173;485846.621;300;0.2;0005-5-2025-315;B23;EA10142-B23;1ra. Eval.;Areas remediadas;3.431462125;EA10142;EA10142-B23-2622;7.537746229;7.537746229;3.431350544;1046
L-X,6,PZEA10142-5;9532148.069;485846.669;300;0.4;0005-5-2025-316;H8;EA10142-H8;1ra. Eval.;Areas remediadas;3.275566329;EA10142;EA10142-H8-1713;7.097453632;7.097453632;3.275643252;327
L-X,6,PZEA10142-6R;9532151.765;485811.073;300;0.15;0005-5-2025-317;B11;EA10142-B11;1ra. Eval.;Areas remediadas;3.50000115;EA10142;EA10142-B11-1859;7.4834;7.4834;3.50007972;21
L-X,6,PZEA10142-7;9532149.894;485852.23;300;0.4;0005-5-2025-318;H8;EA10142-H8;1ra. Eval.;Areas remediadas;3.500001141;EA10142;EA10142-H8-3754;7.483199999;7.483199999;3.499892639;1664
L-X,6,PZEA10142-8;9532150.019;485855.605;300;0.4;0005-5-2025-319;H8;EA10142-H8;1ra. Eval.;Areas remediadas;2.018918138;EA10142;EA10142-H8-3118;6.092173126;6.092173126;2.018873819;66
L-X,6,PZEA10142-9;9532146.191;485850.391;300;0.4;0005-5-2025-320;H8;EA10142-H8;1ra. Eval.;Areas remediadas;3.339888152;EA10142;EA10142-H8-3841;7.190216315;7.190216315;3.339941595;1674
L-X,6,PZEA10142-10;9532155.508;485859.716;300;0.25;0005-5-2025-321;I3;EA10142-I3;1ra. Eval.;Areas remediadas;3.492449612;EA10142;EA10142-I3-2980;7.411861046;7.411861046;3.492343889;164
L-X,6,PZEA10142-11;9532155.58;485861.512;300;0.25;0005-5-2025-322;I3;EA10142-I3;1ra. Eval.;Areas remediadas;3.149752008;EA10142;EA10142-I3-3262;6.99316595;6.99316595;3.149718478;3610
L-X,6,PZEA10142-12;9532157.377;485861.585;300;0.25;0005-5-2025-323;I3;EA10142-I3;1ra. Eval.;Areas remediadas;3.500001146;EA10142;EA10142-I3-3557;7.483200002;7.483200002;3.499892642;1421
L-X,6,PZEA10142-13;9532159.03;485861.765;300;0.25;0005-5-2025-324;I3;EA10142-I3;1ra. Eval.;Areas remediadas;2.410719702;EA10142;EA10142-I3-2670;6.622860613;6.622860613;2.410560888;1444
L-X,6,PZEA10142-14;9532146.153;485809.202;300;0.15;0005-5-2025-325;B11;EA10142-B11;1ra. Eval.;Areas remediadas;3.500001153;EA10142;EA10142-B11-4567;7.483199999;7.483199999;3.499892639;0
L-X,6,PZEA10142-15;9532140.54;485811.073;300;0.15;0005-5-2025-326;B11;EA10142-B11;1ra. Eval.;Areas remediadas;3.50000115;EA10142;EA10142-B11-5477;7.4836;7.4836;3.50026681;0
L-X,6,PZEA7119-1;9531740.182;485717.531;303;0.2;0005-5-2025-327;U3;EA7119-U3;1ra. Eval.;Areas remediadas;3.500001144;EA7119;EA7119-U3-3701;7.483199999;7.483199999;3.499892639;3838
L-X,6,PZEA7119-2;9531742.053;485717.531;303;0.2;0005-5-2025-328;U3;EA7119-U3;1ra. Eval.;Areas remediadas;3.500001141;EA7119;EA7119-U3-6217;7.483399998;7.483399998;3.500079719;3541
L-X,6,PZEA7119-3;9531742.152;485719.311;303;0.5;0005-5-2025-329;U3;EA7119-U3;1ra. Eval.;Areas remediadas;3.019134988;EA7119;EA7119-T1-4238;7.293222289;7.293222289;3.019208855;2563
L-X,6,PZEA7119-4;9531743.924;485719.402;303;0.5;0005-5-2025-330;T1;EA7119-T1;1ra. Eval.;Areas remediadas;3.50000115;EA7119;EA7119-T1-4522;7.483199999;7.483199999;3.499892639;1957
L-X,6,PZEA7119-5;9531743.924;485717.531;303;0.2;0005-5-2025-331;U3;EA7119-U3;1ra. Eval.;Areas remediadas;3.500001144;EA7119;EA7119-U3-1476;7.483199999;7.483199999;3.499892639;4305
L-X,6,PZEA7119-6;9531743.924;485721.272;303;0.5;0005-5-2025-332;T1;EA7119-T1;1ra. Eval.;Areas remediadas;3.50000115;EA7119;EA7119-T1-950;7.4834;7.4834;3.50007972;3639
L-X,6,PZEA7119-7R;9531745.795;485721.273;303;0.5;0005-5-2025-333;T1;EA7119-T1;1ra. Eval.;Areas remediadas;3.500001143;EA7119;EA7119-T1-3991;7.4834;7.4834;3.50007972;4349
L-X,6,PZEA7119-8R;9531753.279;485792.364;303;0.2;0005-5-2025-334;B32;EA7119-B32;1ra. Eval.;Areas remediadas;3.500001139;EA7119;EA7119-B32-1265;7.4834;7.4834;3.50007972;1824
L-X,6,PZEA7119-9;9531743.924;485732.497;303;0.2;0005-5-2025-335;R4;EA7119-R4;1ra. Eval.;Areas remediadas;3.50000115;EA7119;EA7119-R4-5249;7.483199999;7.483199999;3.499892639;3104
L-X,6,PZEA7119-10;9531745.742;485732.575;303;0.2;0005-5-2025-336;R4;EA7119-R4;1ra. Eval.;Areas remediadas;3.176543541;EA7119;EA7119-R4-6184;7.130668143;7.130668143;3.176427354;1625
L-X,6,PZEA7119-11;9531747.645;485732.766;303;0.2;0005-5-2025-337;R4;EA7119-R4;1ra. Eval.;Areas remediadas;2.489088753;EA7119;EA7119-R4-4887;6.411157983;6.411157983;2.489138906;991
L-X,6,PZEA7119-12;9531762.678;485807.425;303;0.2;0005-5-2025-338;E3;EA7119-E3;1ra. Eval.;Areas remediadas;3.124053808;EA7119;EA7119-E3-1272;7.090487337;7.090487337;3.123979504;634
L-X,6,PZEA7119-13;9531764.503;485809.201;303;0.2;0005-5-2025-339;E3;EA7119-E3;1ra. Eval.;Areas remediadas;3.500001153;EA7119;EA7119-E3-3299;7.483199999;7.483199999;3.499892639;799
L-X,6,PZEA7119-14;9531766.374;485809.201;303;0.2;0005-5-2025-340;E3;EA7119-E3;1ra. Eval.;Areas remediadas;3.500001143;EA7119;EA7119-E3-991;7.483400002;7.483400002;3.500079722;751
L-X,6,PZEA7119-15;9531768.245;485811.072;303;0.2;0005-5-2025-341;E3;EA7119-E3;1ra. Eval.;Areas remediadas;3.500001146;EA7119;EA7119-E3-6203;7.4834;7.4834;3.50007972;501
L-X,6,PZEA7119-16;9531768.245;485812.943;303;0.2;0005-5-2025-342;E3;EA7119-E3;1ra. Eval.;Areas remediadas;3.50000115;EA7119;EA7119-E3-3434;7.483199999;7.483199999;3.499892639;648
L-X,6,PZEA7119-17;9531742.054;485784.881;303;0.4;0005-5-2025-343;B32;EA7119-B32;1ra. Eval.;Areas remediadas;3.500001141;EA7119;EA7119-B32-3488;7.483599998;7.483599998;3.500266808;7743
L-X,6,PZEA7119-18;9531721.475;485773.656;303;0.4;0005-5-2025-344;B32;EA7119-B32;1ra. Eval.;Areas remediadas;3.50000115;EA7119;EA7119-B32-3905;7.483399998;7.483399998;3.500079719;28
L-X,6,PZEA2383-1;9531594.258;486172.142;300;0.25;0005-5-2025-345;B4;EA2383-B4;1ra. Eval.;Areas remediadas;3.500001139;EA2383;EA2383-B5-3618;7.483400002;7.483400002;3.500079722;3535
L-X,6,PZEA2383-2;9531594.258;486174.013;300;0.25;0005-5-2025-346;B5;EA2383-B5;1ra. Eval.;Areas remediadas;3.500001139;EA2383;EA2383-B5-4543;7.483200004;7.483200004;3.499892644;2997
L-X,6,PZEA2383-3;9531594.258;486175.884;300;0.25;0005-5-2025-347;B5;EA2383-B5;1ra. Eval.;Areas remediadas;3.500001143;EA2383;EA2383-B5-4197;7.483200002;7.483200002;3.499892642;63
L-X,6,PZEA2383-4;9531594.258;486177.755;300;0.25;0005-5-2025-348;B5;EA2383-B5;1ra. Eval.;Areas remediadas;3.500001139;EA2383;EA2383-B5-1867;7.483400004;7.483400004;3.500079724;27
L-X,6,PZEA2383-5;9531590.623;486177.519;300;0.3;0005-5-2025-349;B6;EA2383-B6;1ra. Eval.;Areas remediadas;2.506505232;EA2383;EA2383-B6-2467;6.862981884;6.862981884;2.506511885;459
L-X,6,PZEA2383-6;9531590.516;486175.884;300;0.3;0005-5-2025-350;B6;EA2383-B6;1ra. Eval.;Areas remediadas;3.500001146;EA2383;EA2383-B6-2329;7.483199999;7.483199999;3.499892639;16
L-X,6,PZEA2383-7;9531590.688;486174.089;300;0.3;0005-5-2025-351;B6;EA2383-B6;1ra. Eval.;Areas remediadas;2.793382039;EA2383;EA2383-B6-4403;7.084276091;7.084276091;2.79329162;20
L-X,6,PZEA2383-8;9531592.387;486174.013;300;0.25;0005-5-2025-352;B4;EA2383-B4;1ra. Eval.;Areas remediadas;3.500001153;EA2383;EA2383-B5-5086;7.4834;7.4834;3.50007972;22
L-X,6,PZEA2383-9;9531536.108;486209.836;300;0.2;0005-5-2025-353;G10;EA2383-G10;1ra. Eval.;Areas remediadas;2.276730075;EA2383;EA2383-G10-6172;6.527402914;6.527402914;2.276576519;1308
L-X,6,PZEA2383-10;9531538.194;486211.329;300;0.2;0005-5-2025-354;G10;EA2383-G10;1ra. Eval.;Areas remediadas;2.678857772;EA2383;EA2383-G10-3002;6.600324173;6.600324173;2.678910663;2253
L-X,6,PZEA2383-11;9531541.959;486212.926;300;0.2;0005-5-2025-355;G10;EA2383-G10;1ra. Eval.;Areas remediadas;2.048014112;EA2383;EA2383-G10-1557;6.022437421;6.022437421;2.047980684;58
L-X,6,PZEA2383-12;9531545.561;486213.425;300;0.2;0005-5-2025-356;G10;EA2383-G10;1ra. Eval.;Areas remediadas;3.001143864;EA2383;EA2383-G10-6183;7.014585135;7.014585135;3.00110072;3917
L-X,6,PZEA2383-13R;9531596.129;486170.272;300;0.4;0005-5-2025-357;B4;EA2383-B4;1ra. Eval.;Areas remediadas;3.500001146;EA2383;EA2383-B4-3408;7.483199999;7.483199999;3.499892639;40
L-X,6,PZEA9113-1;9531741.915;486263.929;303;0.1;0005-5-2025-358;C1;EA9113-C1;1ra. Eval.;Areas remediadas;2.843006431;EA9113;EA9113-C1-1947;6.819466609;6.819466609;2.84313977;1705
L-X,6,PZEA9113-2;9531742.176;486265.486;303;0.1;0005-5-2025-359;C1;EA9113-C1;1ra. Eval.;Areas remediadas;2.623768105;EA9113;EA9113-C1-532;6.755097572;6.755097572;2.623846984;594
L-X,6,PZEA9113-3;9531743.725;486265.885;303;0.1;0005-5-2025-360;C1;EA9113-C1;1ra. Eval.;Areas remediadas;2.411951438;EA9113;EA9113-C1-2170;6.642251076;6.642251076;2.41183714;900
L-X,6,PZEA9113-4;9531704.641;486364.838;303;0.25;0005-5-2025-361;H3;EA9113-H3;1ra. Eval.;Areas remediadas;3.485030174;EA9113;EA9113-H3-4432;7.522773409;7.522773409;3.48511826;0
L-X,6,PZEA9113-5;9531704.643;486366.701;303;0.25;0005-5-2025-362;H3;EA9113-H3;1ra. Eval.;Areas remediadas;3.470886516;EA9113;EA9113-H3-581;7.368338949;7.368338949;3.470782859;0
L-X,6,PZEA9113-6;9531706.476;486366.737;303;0.25;0005-5-2025-363;H3;EA9113-H3;1ra. Eval.;Areas remediadas;3.367344937;EA9113;EA9113-H3-5213;7.186661741;7.186661741;3.367246499;0
