LOCACION;COD_CELDA;COD_PLANO_CELDA;COD_GRILLA;PUNTO;ESTE;NORTE;ALTITUD;PROF;TIPO_COMP;NUM_EVAL;T_SUPERB;AREA;N_SUPERVIS;TPH;PORC_EXCESO;CA;prof
EA10233;AREA-EA10233-2;B3;AREA-EA10233-2-6;L-X,6,PZEA10223-5;482561.954;9528805.561;298;0.3;Area remediada; ;2025;23.37654831;3;;;;
EA10233;AREA-EA10233-3;B2;AREA-EA10233-3-5;L-X,6,PZEA10223-6;482561.954;9528802.097;298;0.3;Area remediada; ;2025;57.12823935;3;;;;
EA10233;AREA-EA10233-3;B2;AREA-EA10233-3-6;L-X,6,PZEA10223-7;482561.967;9528800.377;298;0.3;Area remediada; ;2025;57.12823935;3;;;;
EA10233;AREA-EA10233-2;B3;AREA-EA10233-2-7;L-X,6,PZEA10223-8;482560.222;9528809.024;298;0.3;Area remediada; ;2025;23.37654831;3;;;;
EA10233;AREA-EA10233-5;C1;AREA-EA10233-5-2;L-X,6,PZEA10223-9;482565.543;9528786.539;298;0.4;Area remediada; ;2025;17.11648701;3;;;;
EA10233;AREA-EA10233-5;C1;AREA-EA10233-5-4;L-X,6,PZEA10223-10;482567.15;9528786.508;298;0.4;Area remediada; ;2025;17.11648701;3;;;;
EA10233;AREA-EA10233-5;C1;AREA-EA10233-5-3;L-X,6,PZEA10223-11;482567.18;9528784.875;298;0.4;Area remediada; ;2025;17.11648701;3;;;;
EA10233;AREA-EA10233-5;C1;AREA-EA10233-5-1;L-X,6,PZEA10223-12;482568.813;9528784.728;298;0.4;Area remediada; ;2025;17.11648701;3;;;;
EA9009;AREA-EA9009-7;B6;AREA-EA9009-7-5;L-X,6,PZEA9009-1;480679.435;9528594.317;311;0.4;Area remediada; ;2025;14.84205489;3;22;;0007-4-2025-534;0.4
EA9009;AREA-EA9009-7;B6;AREA-EA9009-7-6;L-X,6,PZEA9009-2;480680.947;9528594.251;311;0.4;Area remediada; ;2025;14.84205489;3;18;;0007-4-2025-537;0.4
EA9009;AREA-EA9009-7;B6;AREA-EA9009-7-2;L-X,6,PZEA9009-3;480680.928;9528592.704;311;0.4;Area remediada; ;2025;14.84205489;3;1003;;0007-4-2025-540;0.4
EA9009;AREA-EA9009-7;B6;AREA-EA9009-7-3;L-X,6,PZEA9009-4;480680.947;9528595.983;311;0.4;Area remediada; ;2025;14.84205489;3;141;;0007-4-2025-543;0.4
EA9009;AREA-EA9009-2;C1;AREA-EA9009-2-3;L-X,6,PZEA9009-5R;480684.469;9528614.986;311;0.3;Area remediada; ;2025;17.42567054;3;0;;0007-4-2025-546;0.3
EA9009;AREA-EA9009-2;C1;AREA-EA9009-2-5;L-X,6,PZEA9009-6R;480686.143;9528616.767;311;0.3;Area remediada; ;2025;17.42567054;3;0;;0007-4-2025-549;0.3
EA9009;AREA-EA9009-2;C1;AREA-EA9009-2-4;L-X,6,PZEA9009-7R;480687.738;9528616.804;311;0.3;Area remediada; ;2025;17.42567054;3;1613;;0007-4-2025-552;0.3
EA9009;AREA-EA9009-2;C1;AREA-EA9009-2-1;L-X,6,PZEA9009-8R;480686.235;9528618.282;311;0.2;Area remediada; ;2025;17.42567054;3;0;;0007-4-2025-555;0.2
EA9009;AREA-EA9009-4;C2;AREA-EA9009-4-1;L-X,6,PZEA9009-9R;480687.891;9528618.484;311;0.2;Area remediada; ;2025;9.978412791;3;70;;0007-4-2025-558;0.2
EA2344;AREA-EA2344-5;B15;AREA-EA2344-5-105;L-X,6,PZEA2344-1;482482.304;9528942.323;293;0.1;Area remediada; ;2025;420.8652904;3;2582;;0007-4-2025-561;0.1
EA2344;AREA-EA2344-5;B15;AREA-EA2344-5-81;L-X,6,PZEA2344-2;482484.012;9528942.393;293;0.1;Area remediada; ;2025;420.8652904;3;2888;;0007-4-2025-564;0.1
EA2344;AREA-EA2344-5;B15;AREA-EA2344-5-109;L-X,6,PZEA2344-3;482484.012;9528938.929;293;0.1;Area remediada; ;2025;420.8652904;3;605;;0007-4-2025-567;0.1
EA2344;AREA-EA2344-5;B15;AREA-EA2344-5-83;L-X,6,PZEA2344-4;482482.372;9528939.026;293;0.1;Area remediada; ;2025;420.8652904;3;570;;0007-4-2025-570;0.1
EA2344;AREA-EA2344-6;B1;AREA-EA2344-6-4;L-X,6,PZEA2344-5;482485.744;9528938.929;293;0.4;Area remediada; ;2025;23.79575865;3;3712;;0007-4-2025-573;0.4
EA2344;AREA-EA2344-6;B1;AREA-EA2344-6-1;L-X,6,PZEA2344-6;482487.475;9528938.922;293;0.4;Area remediada; ;2025;23.79575865;3;5318;;0007-4-2025-576;0.4
EA2344;AREA-EA2344-6;B1;AREA-EA2344-6-5;L-X,6,PZEA2344-7;482487.476;9528937.197;293;0.4;Area remediada; ;2025;23.79575865;3;4165;;0007-4-2025-579;0.4
EA2344;AREA-EA2344-5;B15;AREA-EA2344-5-76;L-X,6,PZEA2344-8;482487.476;9528935.465;293;0.1;Area remediada; ;2025;420.8652904;3;4105;;0007-4-2025-582;0.1
EA2344;AREA-EA2344-5;B15;AREA-EA2344-5-38;L-X,6,PZEA2344-9;482489.208;9528933.733;293;0.1;Area remediada; ;2025;420.8652904;3;330;;0007-4-2025-585;0.1
EA2344;AREA-EA2344-5;B15;AREA-EA2344-5-74;L-X,6,PZEA2344-10;482489.18;9528932.051;293;0.1;Area remediada; ;2025;420.8652904;3;67;;0007-4-2025-588;0.1
EA2344;AREA-EA2344-5;B15;AREA-EA2344-5-19;L-X,6,PZEA2344-11;482490.977;9528932.048;293;0.1;Area remediada; ;2025;420.8652904;3;739;;0007-4-2025-591;0.1
EA2344;AREA-EA2344-5;B15;AREA-EA2344-5-122;L-X,6,PZEA2344-12;482490.94;9528935.465;293;0.1;Area remediada; ;2025;420.8652904;3;197;;0007-4-2025-594;0.1
EA2344;AREA-EA2344-5;B15;AREA-EA2344-5-58;L-X,6,PZEA2344-13;482490.94;9528937.197;293;0.1;Area remediada; ;2025;420.8652904;3;74;;0007-4-2025-597;0.1
EA2344;AREA-EA2344-5;B15;AREA-EA2344-5-29;L-X,6,PZEA2344-14;482492.672;9528937.197;293;0.1;Area remediada; ;2025;420.8652904;3;123;;0007-4-2025-600;0.1
EA2344;AREA-EA2344-5;B15;AREA-EA2344-5-64;L-X,6,PZEA2344-15;482494.404;9528935.465;293;0.1;Area remediada; ;2025;420.8652904;3;465;;0007-4-2025-603;0.1
EA2344;AREA-EA2344-5;B15;AREA-EA2344-5-14;L-X,6,PZEA2344-16;482496.136;9528937.197;293;0.1;Area remediada; ;2025;420.8652904;3;464;;0007-4-2025-606;0.1
EA2344;AREA-EA2344-5;B15;AREA-EA2344-5-39;L-X,6,PZEA2344-17;482496.136;9528938.929;293;0.1;Area remediada; ;2025;420.8652904;3;43;;0007-4-2025-609;0.1
EA2344;AREA-EA2344-5;B15;AREA-EA2344-5-3;L-X,6,PZEA2344-18;482496.136;9528940.661;293;0.1;Area remediada; ;2025;420.8652904;3;37;;0007-4-2025-612;0.1
EA2344;AREA-EA2344-5;B15;AREA-EA2344-5-28;L-X,6,PZEA2344-19;482496.136;9528942.393;293;0.1;Area remediada; ;2025;420.8652904;3;183;;0007-4-2025-615;0.1
EA2344;AREA-EA2344-5;B15;AREA-EA2344-5-92;L-X,6,PZEA2344-20;482494.404;9528942.393;293;0.1;Area remediada; ;2025;420.8652904;3;157;;0007-4-2025-618;0.1
EA2344;AREA-EA2344-4;B12;AREA-EA2344-4-4;L-X,6,PZEA2344-21;482492.672;9528942.393;293;0.1;Area remediada; ;2025;24.34434554;3;519;;0007-4-2025-621;0.1
EA2344;AREA-EA2344-5;B15;AREA-EA2344-5-102;L-X,6,PZEA2344-22;482496.136;9528944.125;293;0.1;Area remediada; ;2025;420.8652904;3;62;;0007-4-2025-624;0.1
EA2344;AREA-EA2344-5;B15;AREA-EA2344-5-31;L-X,6,PZEA2344-23;482497.868;9528944.125;293;0.1;Area remediada; ;2025;420.8652904;3;248;;0007-4-2025-627;0.1
EA2344;AREA-EA2344-5;B15;AREA-EA2344-5-57;L-X,6,PZEA2344-24;482497.868;9528945.857;293;0.1;Area remediada; ;2025;420.8652904;3;616;;0007-4-2025-630;0.1
EA2344;AREA-EA2344-5;B15;AREA-EA2344-5-119;L-X,6,PZEA2344-25;482501.241;9528947.483;293;0.1;Area remediada; ;2025;420.8652904;3;987;;0007-4-2025-633;0.1
EA2344;AREA-EA2344-5;B15;AREA-EA2344-5-66;L-X,6,PZEA2344-26;482501.332;9528944.125;293;0.1;Area remediada; ;2025;420.8652904;3;577;;0007-4-2025-636;0.1
EA2344;AREA-EA2344-5;B15;AREA-EA2344-5-89;L-X,6,PZEA2344-27;482501.332;9528942.393;293;0.1;Area remediada; ;2025;420.8652904;3;1052;;0007-4-2025-639;0.1
EA2344;AREA-EA2344-5;B15;AREA-EA2344-5-98;L-X,6,PZEA2344-28;482499.6;9528942.393;293;0.1;Area remediada; ;2025;420.8652904;3;159;;0007-4-2025-642;0.1
EA2344;AREA-EA2344-5;B15;AREA-EA2344-5-54;L-X,6,PZEA2344-29;482501.332;9528935.465;293;0.1;Area remediada; ;2025;420.8652904;3;1128;;0007-4-2025-645;0.1
EA2344;AREA-EA2344-5;B15;AREA-EA2344-5-30;L-X,6,PZEA2344-30;482501.332;9528933.733;293;0.1;Area remediada; ;2025;420.8652904;3;1436;;0007-4-2025-648;0.1
EA2344;AREA-EA2344-5;B15;AREA-EA2344-5-115;L-X,6,PZEA2344-31;482503.064;9528933.733;293;0.1;Area remediada; ;2025;420.8652904;3;1890;;0007-4-2025-651;0.1
EA2344;AREA-EA2344-5;B15;AREA-EA2344-5-63;L-X,6,PZEA2344-32;482499.6;9528932;293;0.1;Area remediada; ;2025;420.8652904;3;609;;0007-4-2025-654;0.1
EA2344;AREA-EA2344-5;B15;AREA-EA2344-5-35;L-X,6,PZEA2344-33;482497.868;9528932;293;0.1;Area remediada; ;2025;420.8652904;3;0;;0007-4-2025-657;0.1
EA2344;AREA-EA2344-5;B15;AREA-EA2344-5-7;L-X,6,PZEA2344-34;482497.864;9528930.278;293;0.1;Area remediada; ;2025;420.8652904;3;801;;0007-4-2025-660;0.1
EA2344;AREA-EA2344-5;B15;AREA-EA2344-5-61;L-X,6,PZEA2344-35;482497.868;9528933.733;293;0.1;Area remediada; ;2025;420.8652904;3;533;;0007-4-2025-663;0.1
EA2344;AREA-EA2344-5;B15;AREA-EA2344-5-48;L-X,6,PZEA2344-36;482497.868;9528935.465;293;0.1;Area remediada; ;2025;420.8652904;3;107;;0007-4-2025-666;0.1
EA2344;AREA-EA2344-6;B1;AREA-EA2344-6-6;L-X,6,PZEA2344-37;482489.208;9528938.92;293;0.4;Area remediada; ;2025;23.79575865;3;394;;0007-4-2025-669;0.1
EA2344;AREA-EA2344-5;B15;AREA-EA2344-5-40;L-X,6,PZEA2344-38;482485.744;9528933.733;293;0.1;Area remediada; ;2025;420.8652904;3;323;;0007-4-2025-672;0.1
EA2344;AREA-EA2344-5;B15;AREA-EA2344-5-123;L-X,6,PZEA2344-39;482484.012;9528935.465;293;0.1;Area remediada; ;2025;420.8652904;3;145;;0007-4-2025-675;0.1
EA2344;AREA-EA2344-5;B15;AREA-EA2344-5-44;L-X,6,PZEA2344-40;482494.465;9528947.559;293;0.1;Area remediada; ;2025;420.8652904;3;0;;0007-4-2025-678;0.1
EA2344;AREA-EA2344-5;B15;AREA-EA2344-5-11;L-X,6,PZEA2344-41;482494.573;9528949.332;293;0.1;Area remediada; ;2025;420.8652904;3;104;;0007-4-2025-681;0.1
EA2344;AREA-EA2344-5;B15;AREA-EA2344-5-47;L-X,6,PZEA2344-42;482494.518;9528952.699;293;0.1;Area remediada; ;2025;420.8652904;3;0;;0007-4-2025-684;0.1
EA2344;AREA-EA2344-5;B15;AREA-EA2344-5-101;L-X,6,PZEA2344-43;482496.136;9528954.517;293;0.1;Area remediada; ;2025;420.8652904;3;36;;0007-4-2025-687;0.1
EA2344;AREA-EA2344-5;B15;AREA-EA2344-5-96;L-X,6,PZEA2344-44;482497.868;9528957.981;293;0.1;Area remediada; ;2025;420.8652904;3;287;;0007-4-2025-690;0.1
EA2344;AREA-EA2344-5;B15;AREA-EA2344-5-37;L-X,6,PZEA2344-45;482501.332;9528957.981;293;0.1;Area remediada; ;2025;420.8652904;3;18;;0007-4-2025-693;0.1
EA2344;AREA-EA2344-5;B15;AREA-EA2344-5-71;L-X,6,PZEA2344-46;482501.332;9528956.249;293;0.1;Area remediada; ;2025;420.8652904;3;1259;;0007-4-2025-696;0.1
EA2344;AREA-EA2344-5;B15;AREA-EA2344-5-25;L-X,6,PZEA2344-47;482501.322;9528952.795;293;0.1;Area remediada; ;2025;420.8652904;3;170;;0007-4-2025-699;0.1
EA2344;AREA-EA2344-5;B15;AREA-EA2344-5-32;L-X,6,PZEA2344-48;482497.868;9528951.053;293;0.1;Area remediada; ;2025;420.8652904;3;53;;0007-4-2025-702;0.1
EA2344;AREA-EA2344-5;B15;AREA-EA2344-5-99;L-X,6,PZEA2344-49;482492.645;9528959.657;293;0.1;Area remediada; ;2025;420.8652904;3;644;;0007-4-2025-705;0.1
EA9017;AREA-EA9017-8;D6;AREA-EA9017-8-5;L-X,6,PZEA9017-1;480436.727;9528760.527;291;0.2;Area remediada; ;2025;22.96238318;3;0;;0007-4-2025-708;0.2
EA9017;AREA-EA9017-8;D6;AREA-EA9017-8-1;L-X,6,PZEA9017-2;480438.447;9528758.811;291;0.2;Area remediada; ;2025;22.96238318;3;0;;0007-4-2025-711;0.2
EA9017;AREA-EA9017-8;D6;AREA-EA9017-8-4;L-X,6,PZEA9017-3;480440.146;9528758.978;291;0.2;Area remediada; ;2025;22.96238318;3;22;;0007-4-2025-714;0.2
EA9017;AREA-EA9017-3;D8;AREA-EA9017-3-1;L-X,6,PZEA9017-4;480441.924;9528760.527;291;0.2;Area remediada; ;2025;23.61890682;3;0;;0007-4-2025-717;0.2
EA9017;AREA-EA9017-8;D6;AREA-EA9017-8-7;L-X,6,PZEA9017-5;480440.135;9528762;291;0.2;Area remediada; ;2025;22.96238318;3;38;;0007-4-2025-720;0.2
EA9017;AREA-EA9017-7;B3;AREA-EA9017-7-1;L-X,6,PZEA9017-6;480506.176;9528561.552;291;0.2;Area remediada; ;2025;17.42486628;3;1040;;0007-4-2025-723;0.2
EA9017;AREA-EA9017-7;B3;AREA-EA9017-7-2;L-X,6,PZEA9017-7;480507.741;9528561.342;291;0.2;Area remediada; ;2025;17.42486628;3;1026;;0007-4-2025-726;0.2
EA9017;AREA-EA9017-7;B3;AREA-EA9017-7-3;L-X,6,PZEA9017-8;480507.741;9528563.074;291;0.15;Area remediada; ;2025;17.42486628;3;1885;;0007-4-2025-729;0.15
EA9017;AREA-EA9017-5;B4;AREA-EA9017-5-3;L-X,6,PZEA9017-9;480509.474;9528561.342;291;0.2;Area remediada; ;2025;12.06778358;3;1338;;0007-4-2025-732;0.2
EA2319;AREA-EA2319-6;L2;AREA-EA2319-6-2;L-X,6,PZEA2319-1;481997.3476;9529150.142;275;0.4;Area remediada; ;2025;10.94222946;3;25;;0007-4-2025-735;0.4
EA2319;AREA-EA2319-6;L2;AREA-EA2319-6-1;L-X,6,PZEA2319-2;481997.3593;9529148.599;275;0.4;Area remediada; ;2025;10.94222946;3;18;;0007-4-2025-738;0.4
EA2319;AREA-EA2319-5;A8;AREA-EA2319-5-16;L-X,6,PZEA2319-3;482120.5315;9529309.529;275;0.4;Area remediada; ;2025;128.706401;3;1758;;0007-4-2025-741;0.4
EA2319;AREA-EA2319-8;E6;AREA-EA2319-8-24;L-X,6,PZEA2319-4;482123.7451;9529314.784;275;0.4;Area remediada; ;2025;99.57471344;3;121;;0007-4-2025-744;0.4
EA2319;AREA-EA2319-8;E6;AREA-EA2319-8-15;L-X,6,PZEA2319-5;482125.3719;9529316.584;275;0.4;Area remediada; ;2025;99.57471344;3;17;;0007-4-2025-747;0.4
EA2319;AREA-EA2319-8;E6;AREA-EA2319-8-4;L-X,6,PZEA2319-6;482126.8822;9529320.024;275;0.4;Area remediada; ;2025;99.57471344;3;1423;;0007-4-2025-750;0.4
EA2319;AREA-EA2319-8;E6;AREA-EA2319-8-7;L-X,6,PZEA2319-7;482125.4771;9529321.712;275;0.4;Area remediada; ;2025;99.57471344;3;1286;;0007-4-2025-753;0.4
EA2319;AREA-EA2319-8;E6;AREA-EA2319-8-27;L-X,6,PZEA2319-8;482127.2061;9529323.447;275;0.4;Area remediada; ;2025;99.57471344;3;6661;;0007-4-2025-756;0.4
EA2319;AREA-EA2319-8;E6;AREA-EA2319-8-29;L-X,6,PZEA2319-9;482127.3689;9529326.757;275;0.4;Area remediada; ;2025;99.57471344;3;8595;;0007-4-2025-759;0.4
EA2319;AREA-EA2319-8;E6;AREA-EA2319-8-9;L-X,6,PZEA2319-10;482128.8425;9529326.944;275;0.4;Area remediada; ;2025;99.57471344;3;1637;;0007-4-2025-762;0.4
EA2319;AREA-EA2319-8;E6;AREA-EA2319-8-14;L-X,6,PZEA2319-11;482130.4025;9529330.41;275;0.4;Area remediada; ;2025;99.57471344;3;166;;0007-4-2025-765;0.4
EA2319;AREA-EA2319-8;E6;AREA-EA2319-8-13;L-X,6,PZEA2319-12;482130.6332;9529332.135;275;0.4;Area remediada; ;2025;99.57471344;3;110;;0007-4-2025-768;0.4
EA2319;AREA-EA2319-8;E6;AREA-EA2319-8-8;L-X,6,PZEA2319-13;482130.7847;9529333.769;275;0.4;Area remediada; ;2025;99.57471344;3;31;;0007-4-2025-771;0.4
EA2319;AREA-EA2319-8;E6;AREA-EA2319-8-3;L-X,6,PZEA2319-14;482132.4943;9529338.974;275;0.4;Area remediada; ;2025;99.57471344;3;1405;;0007-4-2025-774;0.4
EA10227;AREA-EA10227-2;B1;AREA-EA10227-2-1;L-X,6,PZEA10227-1;482535.9732;9529399.654;297;0.3;Area remediada; ;2025;15.10595123;3;1368;;0007-4-2025-777;0.3
EA10227;AREA-EA10227-2;B1;AREA-EA10227-2-2;L-X,6,PZEA10227-2;482535.9732;9529401.386;297;0.3;Area remediada; ;2025;15.10595123;3;9983;;0007-4-2025-780;0.3
EA10227;AREA-EA10227-3;D3;AREA-EA10227-3-3;L-X,6,PZEA10227-3;482553.2602;9529418.743;297;0.1;Area remediada; ;2025;22.44819349;3;1883;;0007-4-2025-783;0.1
EA1875;AREA-EA1875-43;AG1;AREA-EA1875-43-1;L-X,6,PZEA1875-1;482044.079;9529086.157;293;0.2;Area remediada; ;2025;12.03174016;3;2677;;0007-4-2025-786;0.2
EA1875;AREA-EA1875-4;AE3;AREA-EA1875-4-1;L-X,6,PZEA1875-2;482061.5;9529060.19;293;0.2;Area remediada; ;2025;37.03777438;3;2551;;0007-4-2025-789;0.2
EA1875;AREA-EA1875-4;AE3;AREA-EA1875-4-6;L-X,6,PZEA1875-3;482063.185;9529061.666;293;0.2;Area remediada; ;2025;37.03777438;3;11;;0007-4-2025-792;0.2
EA1875;AREA-EA1875-4;AE3;AREA-EA1875-4-5;L-X,6,PZEA1875-4;482064.855;9529059.713;293;0.2;Area remediada; ;2025;37.03777438;3;74;;0007-4-2025-795;0.2
EA1875;AREA-EA1875-4;AE3;AREA-EA1875-4-9;L-X,6,PZEA1875-5;482066.663;9529059.984;293;0.2;Area remediada; ;2025;37.03777438;3;3928;;0007-4-2025-798;0.2
EA1875;AREA-EA1875-4;AE3;AREA-EA1875-4-2;L-X,6,PZEA1875-6;482066.587;9529058.44;293;0.2;Area remediada; ;2025;37.03777438;3;1101;;0007-4-2025-801;0.2
EA1875;AREA-EA1875-4;AE3;AREA-EA1875-4-11;L-X,6,PZEA1875-7;482068.32;9529060.172;293;0.2;Area remediada; ;2025;37.03777438;3;1460;;0007-4-2025-804;0.2
EA1875;AREA-EA1875-27;B37;AREA-EA1875-27-26;L-X,6,PZEA1875-8;482220.74;9529018.603;293;0.4;Area remediada; ;2025;88.86038686;3;2797;;0007-4-2025-807;0.4
EA1875;AREA-EA1875-31;B34;AREA-EA1875-31-6;L-X,6,PZEA1875-9;482222.472;9529018.603;293;0.4;Area remediada; ;2025;29.92091512;3;3915;;0007-4-2025-810;0.4
EA1875;AREA-EA1875-31;B34;AREA-EA1875-31-8;L-X,6,PZEA1875-10;482222.472;9529016.871;293;0.4;Area remediada; ;2025;29.92091512;3;2089;;0007-4-2025-813;0.4
EA1875;AREA-EA1875-31;B34;AREA-EA1875-31-7;L-X,6,PZEA1875-11;482224.204;9529016.871;293;0.4;Area remediada; ;2025;29.92091512;3;271;;0007-4-2025-816;0.4
EA1875;AREA-EA1875-30;B28;AREA-EA1875-30-11;L-X,6,PZEA1875-12;482225.936;9529016.871;293;0.4;Area remediada; ;2025;51.97214084;3;95;;0007-4-2025-819;0.4
EA1875;AREA-EA1875-31;B34;AREA-EA1875-31-5;L-X,6,PZEA1875-13;482225.923;9529018.589;293;0.1;Area remediada; ;2025;29.92091512;3;3301;;0007-4-2025-822;0.1
EA1875;AREA-EA1875-14;S1;AREA-EA1875-14-1;L-X,6,PZEA1875-14;482227.668;9529060.172;293;0.1;Area remediada; ;2025;12.25190946;3;6129;;0007-4-2025-825;0.1
EA1875;AREA-EA1875-34;B26;AREA-EA1875-34-14;L-X,6,PZEA1875-15;482246.762;9529018.656;293;0.1;Area remediada; ;2025;41.19079298;3;34;;0007-4-2025-828;0.1
EA1875;AREA-EA1875-34;B26;AREA-EA1875-34-5;L-X,6,PZEA1875-16;482248.453;9529020.335;293;0.1;Area remediada; ;2025;41.19079298;3;82;;0007-4-2025-831;0.1
EA1875;AREA-EA1875-34;B26;AREA-EA1875-34-4;L-X,6,PZEA1875-17;482250.185;9529020.335;293;0.1;Area remediada; ;2025;41.19079298;3;36;;0007-4-2025-834;0.1
EA1875;AREA-EA1875-34;B26;AREA-EA1875-34-12;L-X,6,PZEA1875-18;482250.185;9529018.603;293;0.1;Area remediada; ;2025;41.19079298;3;57;;0007-4-2025-837;0.1
EA1875;AREA-EA1875-34;B26;AREA-EA1875-34-2;L-X,6,PZEA1875-19;482251.917;9529018.603;293;0.1;Area remediada; ;2025;41.19079298;3;15;;0007-4-2025-840;0.1
EA1875;AREA-EA1875-34;B26;AREA-EA1875-34-16;L-X,6,PZEA1875-20;482251.917;9529020.335;293;0.1;Area remediada; ;2025;41.19079298;3;6;;0007-4-2025-843;0.1
EA1875;AREA-EA1875-34;B26;AREA-EA1875-34-6;L-X,6,PZEA1875-21;482253.638;9529020.346;293;0.1;Area remediada; ;2025;41.19079298;3;9;;0007-4-2025-846;0.1
EA10134;AREA-EA10134-3;C2;AREA-EA10134-3-1;L-X,6,PZEA10134-1;482762.946;9529015.249;292;0.1;Area remediada; ;2025;23.87124586;3;37;;0007-4-2025-849;0.1
EA10134;AREA-EA10134-3;C2;AREA-EA10134-3-9;L-X,6,PZEA10134-2;482764.604;9529015.139;292;0.1;Area remediada; ;2025;23.87124586;3;544;;0007-4-2025-852;0.1
EA10134;AREA-EA10134-3;C2;AREA-EA10134-3-3;L-X,6,PZEA10134-3;482766.122;9529014.977;292;0.1;Area remediada; ;2025;23.87124586;3;64;;0007-4-2025-855;0.1
EA10134;AREA-EA10134-3;C2;AREA-EA10134-3-2;L-X,6,PZEA10134-4;482764.604;9529013.407;292;0.1;Area remediada; ;2025;23.87124586;3;1714;;0007-4-2025-858;0.1
EA10134;AREA-EA10134-3;C2;AREA-EA10134-3-7;L-X,6,PZEA10134-5;482764.503;9529016.772;292;0.1;Area remediada; ;2025;23.87124586;3;222;;0007-4-2025-861;0.1
EA10134;AREA-EA10134-4;B2;AREA-EA10134-4-5;L-X,6,PZEA10134-6;482762.885;9529030.716;292;0.4;Area remediada; ;2025;16.5114912;3;145;;0007-4-2025-864;0.4
EA10134;AREA-EA10134-5;B1;AREA-EA10134-5-1;L-X,6,PZEA10134-7;482764.606;9529030.742;292;0.4;Area remediada; ;2025;18.66822411;3;0;;0007-4-2025-867;0.4
EA10134;AREA-EA10134-5;B1;AREA-EA10134-5-2;L-X,6,PZEA10134-8;482766.172;9529030.881;292;0.4;Area remediada; ;2025;18.66822411;3;1308;;0007-4-2025-870;0.4
EA10134;AREA-EA10134-5;B1;AREA-EA10134-5-3;L-X,6,PZEA10134-9;482766.414;9529032.278;292;0.4;Area remediada; ;2025;18.66822411;3;264;;0007-4-2025-873;0.4
EA9797;AREA-EA9797-2;B3;AREA-EA9797-2-6;L-X,6,PZEA9797-1;483065.952;9528817.748;286;0.2;Area remediada; ;2025;33.47731154;3;125;;0007-4-2025-876;0.2
EA9797;AREA-EA9797-2;B3;AREA-EA9797-2-8;L-X,6,PZEA9797-2;483065.981;9528819.417;286;0.2;Area remediada; ;2025;33.47731154;3;447;;0007-4-2025-879;0.2
EA9797;AREA-EA9797-2;B3;AREA-EA9797-2-3;L-X,6,PZEA9797-3;483066.11;9528821.098;286;0.2;Area remediada; ;2025;33.47731154;3;104;;0007-4-2025-882;0.2
EA9797;AREA-EA9797-2;B3;AREA-EA9797-2-4;L-X,6,PZEA9797-4;483067.69;9528821.113;286;0.2;Area remediada; ;2025;33.47731154;3;2236;;0007-4-2025-885;0.2
EA9797;AREA-EA9797-2;B3;AREA-EA9797-2-5;L-X,6,PZEA9797-5;483069.403;9528820.946;286;0.2;Area remediada; ;2025;33.47731154;3;1125;;0007-4-2025-888;0.2
EA9797;AREA-EA9797-2;B3;AREA-EA9797-2-9;L-X,6,PZEA9797-6;483071.05;9528819.389;286;0.2;Area remediada; ;2025;33.47731154;3;6833;;0007-4-2025-891;0.2
EA9797;AREA-EA9797-1;B1;AREA-EA9797-1-3;L-X,6,PZEA9797-7;483071.115;9528817.676;286;0.3;Area remediada; ;2025;11.63981289;3;9083;;0007-4-2025-894;0.3
EA9797;AREA-EA9797-1;B1;AREA-EA9797-1-2;L-X,6,PZEA9797-8;483071.171;9528815.948;286;0.3;Area remediada; ;2025;11.63981289;3;359;;0007-4-2025-897;0.3
EA9797;AREA-EA9797-1;B1;AREA-EA9797-1-1;L-X,6,PZEA9797-9;483069.542;9528815.834;286;0.3;Area remediada; ;2025;11.63981289;3;60;;0007-4-2025-900;0.3
EA10523;AREA-EA10523-1;B4;AREA-EA10523-1-6;L-X,6,PZEA10523-1;483230.592;9529404.796;292;0.15;Area remediada; ;2025;76.44518765;3;191;;0008-4-2025-102;0.15
EA10523;AREA-EA10523-1;B4;AREA-EA10523-1-14;L-X,6,PZEA10523-2;483232.258;9529404.851;292;0.15;Area remediada; ;2025;76.44518765;3;15;;0008-4-2025-105;0.15
EA10523;AREA-EA10523-1;B4;AREA-EA10523-1-2;L-X,6,PZEA10523-3;483235.787;9529404.785;292;0.15;Area remediada; ;2025;76.44518765;3;2457;;0008-4-2025-108;0.15
EA10523;AREA-EA10523-1;B4;AREA-EA10523-1-1;L-X,6,PZEA10523-4;483235.722;9529403.118;292;0.15;Area remediada; ;2025;76.44518765;3;71;;0008-4-2025-111;0.15
EA10523;AREA-EA10523-1;B4;AREA-EA10523-1-12;L-X,6,PZEA10523-5;483233.99;9529401.386;292;0.15;Area remediada; ;2025;76.44518765;3;0;;0008-4-2025-114;0.15
EA10523;AREA-EA10523-1;B4;AREA-EA10523-1-16;L-X,6,PZEA10523-6;483235.722;9529399.654;292;0.15;Area remediada; ;2025;76.44518765;3;0;;0008-4-2025-117;0.15
EA10523;AREA-EA10523-1;B4;AREA-EA10523-1-13;L-X,6,PZEA10523-7;483237.454;9529399.654;292;0.15;Area remediada; ;2025;76.44518765;3;0;;0008-4-2025-120;0.15
EA10523;AREA-EA10523-1;B4;AREA-EA10523-1-20;L-X,6,PZEA10523-8;483237.454;9529401.386;292;0.15;Area remediada; ;2025;76.44518765;3;396;;0008-4-2025-123;0.15
